5001 35864
1 4286 0.040000
1 4325 0.038462
1 4575 0.031250
1 4727 0.025641
1 4845 0.021739
1 4986 0.016949
4286 1 0.166667
4286 392 0.166667
4286 422 0.166667
4286 2344 0.100000
4286 2566 0.100000
4286 2937 0.083333
4286 3021 0.083333
4286 3391 0.071429
4286 3823 0.055556
4286 3887 0.055556
4286 3896 0.055556
4286 3945 0.052632
4286 3950 0.052632
4286 4025 0.050000
4286 4309 0.038462
4286 4367 0.037037
4286 4520 0.032258
4286 4618 0.029412
4286 4727 0.025641
4286 4843 0.022222
4286 4898 0.020000
4286 4927 0.019231
4286 4935 0.018868
4286 4942 0.018868
4286 4986 0.016949
4325 1 0.166667
4325 87 0.166667
4325 1425 0.142857
4325 1943 0.125000
4325 2700 0.090909
4325 2743 0.090909
4325 3292 0.071429
4325 3360 0.071429
4325 3391 0.071429
4325 3549 0.066667
4325 3823 0.055556
4325 3887 0.055556
4325 3896 0.055556
4325 4025 0.050000
4325 4091 0.047619
4325 4309 0.038462
4325 4319 0.038462
4325 4367 0.037037
4325 4520 0.032258
4325 4575 0.031250
4325 4843 0.022222
4325 4845 0.021739
4325 4898 0.020000
4325 4927 0.019231
4325 4942 0.018868
4325 4986 0.016949
4575 1 0.166667
4575 15 0.166667
4575 422 0.166667
4575 540 0.166667
4575 594 0.166667
4575 993 0.142857
4575 1203 0.142857
4575 2372 0.100000
4575 2401 0.100000
4575 2566 0.100000
4575 2700 0.090909
4575 2732 0.090909
4575 2743 0.090909
4575 3750 0.058824
4575 3823 0.055556
4575 3945 0.052632
4575 3950 0.052632
4575 4091 0.047619
4575 4309 0.038462
4575 4319 0.038462
4575 4325 0.038462
4575 4367 0.037037
4575 4398 0.037037
4575 4618 0.029412
4575 4727 0.025641
4575 4843 0.022222
4575 4845 0.021739
4575 4898 0.020000
4575 4927 0.019231
4575 4935 0.018868
4575 4942 0.018868
4575 4986 0.016949
4727 1 0.166667
4727 458 0.166667
4727 462 0.166667
4727 800 0.166667
4727 938 0.142857
4727 1472 0.142857
4727 2267 0.111111
4727 2324 0.111111
4727 2344 0.100000
4727 2430 0.100000
4727 2566 0.100000
4727 2732 0.090909
4727 2743 0.090909
4727 2756 0.090909
4727 2937 0.083333
4727 3021 0.083333
4727 3292 0.071429
4727 3549 0.066667
4727 3750 0.058824
4727 3823 0.055556
4727 3887 0.055556
4727 3896 0.055556
4727 3945 0.052632
4727 3950 0.052632
4727 4025 0.050000
4727 4091 0.047619
4727 4286 0.040000
4727 4309 0.038462
4727 4319 0.038462
4727 4367 0.037037
4727 4520 0.032258
4727 4575 0.031250
4727 4618 0.029412
4727 4843 0.022222
4727 4845 0.021739
4727 4898 0.020000
4727 4927 0.019231
4727 4942 0.018868
4727 4986 0.016949
4845 1 0.166667
4845 15 0.166667
4845 49 0.166667
4845 158 0.166667
4845 392 0.166667
4845 422 0.166667
4845 458 0.166667
4845 687 0.166667
4845 800 0.166667
4845 993 0.142857
4845 1045 0.142857
4845 1943 0.125000
4845 2173 0.111111
4845 2324 0.111111
4845 2372 0.100000
4845 2401 0.100000
4845 2430 0.100000
4845 2605 0.100000
4845 2700 0.090909
4845 2732 0.090909
4845 2743 0.090909
4845 2937 0.083333
4845 3021 0.083333
4845 3292 0.071429
4845 3360 0.071429
4845 3391 0.071429
4845 3549 0.066667
4845 3896 0.055556
4845 3945 0.052632
4845 3950 0.052632
4845 4091 0.047619
4845 4309 0.038462
4845 4319 0.038462
4845 4325 0.038462
4845 4367 0.037037
4845 4398 0.037037
4845 4520 0.032258
4845 4575 0.031250
4845 4618 0.029412
