5001 35939
1 533 0.166667
1 1918 0.125000
1 2615 0.100000
1 3136 0.076923
1 3190 0.076923
1 3201 0.076923
533 1 0.166667
533 1477 0.142857
533 2615 0.100000
533 3136 0.076923
533 3190 0.076923
533 3201 0.076923
1918 1 0.166667
1918 3415 0.071429
1918 3698 0.058824
1918 4216 0.043478
1918 4242 0.041667
1918 4562 0.031250
1918 4740 0.025641
1918 4824 0.022727
2615 1 0.166667
2615 341 0.166667
2615 533 0.166667
2615 551 0.166667
2615 1477 0.142857
2615 1584 0.125000
2615 2004 0.111111
2615 3136 0.076923
2615 3190 0.076923
2615 3201 0.076923
3136 1 0.166667
3136 341 0.166667
3136 533 0.166667
3136 551 0.166667
3136 624 0.166667
3136 713 0.166667
3136 1477 0.142857
3136 1584 0.125000
3136 2004 0.111111
3136 2358 0.100000
3136 2615 0.100000
3136 3190 0.076923
3136 3201 0.076923
3190 1 0.166667
3190 341 0.166667
3190 533 0.166667
3190 551 0.166667
3190 624 0.166667
3190 713 0.166667
3190 1477 0.142857
3190 1584 0.125000
3190 2004 0.111111
3190 2615 0.100000
3190 3136 0.076923
3190 3201 0.076923
3190 4444 0.035714
3201 1 0.166667
3201 341 0.166667
3201 533 0.166667
3201 551 0.166667
3201 624 0.166667
3201 713 0.166667
3201 1477 0.142857
3201 1584 0.125000
3201 2004 0.111111
3201 2358 0.100000
3201 2615 0.100000
3201 3136 0.076923
3201 3190 0.076923
2 2124 0.111111
2 3338 0.071429
2 4319 0.038462
2 4801 0.023256
2 4931 0.018868
2 4944 0.018519
2124 2 0.166667
2124 2512 0.100000
2124 4122 0.047619
2124 4319 0.038462
2124 4595 0.030303
2124 4801 0.023256
2124 4844 0.021739
2124 4890 0.020408
2124 4931 0.018868
3338 2 0.166667
3338 1078 0.142857
3338 3024 0.083333
3338 3314 0.071429
3338 3435 0.071429
3338 3558 0.066667
3338 3766 0.058824
3338 4379 0.037037
3338 4380 0.037037
3338 4801 0.023256
3338 4844 0.021739
3338 4890 0.020408
3338 4931 0.018868
3338 4944 0.018519
4319 2 0.166667
4319 1348 0.142857
4319 1526 0.125000
4319 2124 0.111111
4319 2356 0.100000
4319 2397 0.100000
4319 2512 0.100000
4319 3024 0.083333
4319 3091 0.083333
4319 3176 0.076923
