5001 71796
1 152 0.166667
1 2078 0.111111
1 2344 0.100000
1 2776 0.090909
1 3097 0.083333
1 4160 0.045455
152 1 0.166667
152 153 0.166667
152 248 0.166667
152 2078 0.111111
152 3097 0.083333
152 4160 0.045455
2078 1 0.166667
2078 152 0.166667
2078 248 0.166667
2078 1488 0.142857
2078 2344 0.100000
2078 2403 0.100000
2078 2776 0.090909
2078 3097 0.083333
2078 4160 0.045455
2344 1 0.166667
2344 34 0.166667
2344 1137 0.142857
2344 1566 0.125000
2344 1907 0.125000
2344 2078 0.111111
2344 2403 0.100000
2344 2776 0.090909
2344 2787 0.090909
2344 3097 0.083333
2776 1 0.166667
2776 34 0.166667
2776 1566 0.125000
2776 1907 0.125000
2776 2078 0.111111
2776 2344 0.100000
2776 2403 0.100000
2776 2787 0.090909
2776 3097 0.083333
2776 4160 0.045455
2776 4950 0.018182
3097 1 0.166667
3097 152 0.166667
3097 1137 0.142857
3097 1566 0.125000
3097 1907 0.125000
3097 2078 0.111111
3097 2344 0.100000
3097 2403 0.100000
3097 2722 0.090909
3097 2776 0.090909
3097 2787 0.090909
3097 4160 0.045455
4160 1 0.166667
4160 119 0.166667
4160 152 0.166667
4160 153 0.166667
4160 248 0.166667
4160 533 0.166667
4160 1198 0.142857
4160 1608 0.125000
4160 2078 0.111111
4160 2465 0.100000
4160 2541 0.100000
4160 2776 0.090909
4160 3097 0.083333
4160 3404 0.071429
4160 4480 0.033333
4160 4522 0.032258
4160 4597 0.030303
4160 4718 0.025641
4160 4762 0.024390
4160 4786 0.023810
4160 4921 0.019231
4160 4951 0.018182
2 1872 0.125000
2 2248 0.111111
2 2336 0.100000
2 2667 0.100000
2 4747 0.025000
2 4804 0.023256
1872 2 0.166667
1872 2248 0.111111
1872 2336 0.100000
1872 2667 0.100000
1872 4662 0.027778
1872 4747 0.025000
1872 4804 0.023256
1872 4825 0.022727
2248 2 0.166667
2248 478 0.166667
2248 735 0.166667
2248 1524 0.125000
2248 1547 0.125000
2248 1872 0.125000
2248 2336 0.100000
2248 4156 0.045455
2248 4657 0.027778
2336 2 0.166667
2336 230 0.166667
2336 478 0.166667
2336 860 0.142857
2336 1413 0.142857
2336 1438 0.142857
2336 1872 0.125000
2336 2202 0.111111
2336 2248 0.111111
2336 4468 0.034483
2667 2 0.166667
2667 49 0.166667
2667 101 0.166667
2667 386 0.166667
2667 1090 0.142857
2667 1578 0.125000
2667 1872 0.125000
2667 2226 0.111111
2667 4804 0.023256
2667 4825 0.022727
4747 2 0.166667
4747 66 0.166667
4747 801 0.166667
4747 1089 0.142857
4747 1225 0.142857
4747 1332 0.142857
4747 1462 0.142857
4747 1715 0.125000
4747 1856 0.125000
4747 1867 0.125000
4747 1872 0.125000
4747 1875 0.125000
4747 1879 0.125000
4747 2149 0.111111
4747 2171 0.111111
4747 2262 0.111111
4747 2283 0.111111
4747 2429 0.100000
4747 2523 0.100000
4747 2924 0.083333
4747 2950 0.083333
4747 3154 0.076923
4747 3330 0.071429
4747 3354 0.071429
4747 3452 0.066667
4747 3463 0.066667
4747 3492 0.066667
4747 3754 0.058824
4747 4005 0.050000
4747 4080 0.047619
4747 4096 0.047619
4747 4126 0.047619
4747 4162 0.045455
4747 4167 0.045455
4747 4306 0.038462
4747 4494 0.033333
4747 4662 0.027778
4747 4762 0.024390
4747 4804 0.023256
4747 4825 0.022727
4804 2 0.166667
4804 7 0.166667
4804 66 0.166667
4804 115 0.166667
4804 424 0.166667
4804 801 0.166667
4804 1089 0.142857
4804 1225 0.142857
4804 1332 0.142857
4804 1462 0.142857
4804 1715 0.125000
4804 1856 0.125000
4804 1872 0.125000
4804 1875 0.125000
4804 2149 0.111111
4804 2171 0.111111
4804 2262 0.111111
4804 2283 0.111111
4804 2429 0.100000
4804 2523 0.100000
4804 2667 0.100000
4804 2924 0.083333
4804 2950 0.083333
4804 3154 0.076923
4804 3330 0.071429
4804 3354 0.071429
4804 3452 0.066667
4804 3463 0.066667
4804 3492 0.066667
4804 3754 0.058824
4804 4005 0.050000
4804 4080 0.047619
4804 4096 0.047619
4804 4126 0.047619
4804 4162 0.045455
4804 4306 0.038462
4804 4494 0.033333
4804 4662 0.027778
4804 4747 0.025000
4804 4762 0.024390
4804 4825 0.022727
4804 4958 0.018182
4804 4965 0.017857
3 219 0.166667
3 859 0.142857
3 4420 0.035714
3 4654 0.027778
3 4777 0.024390
3 4851 0.021739
219 3 0.166667
219 460 0.166667
219 787 0.166667
219 859 0.142857
219 4777 0.024390
219 4851 0.021739
859 3 0.166667
859 219 0.166667
859 302 0.166667
859 4420 0.035714
859 4654 0.027778
859 4777 0.024390
859 4851 0.021739
4420 3 0.166667
4420 296 0.166667
4420 721 0.166667
4420 859 0.142857
4420 1151 0.142857
4420 1787 0.125000
4420 1805 0.125000
4420 1869 0.125000
4420 1880 0.125000
4420 2746 0.090909
4420 2858 0.090909
4420 2979 0.083333
4420 2991 0.083333
4420 3454 0.066667
4420 3633 0.062500
4420 3986 0.052632
4420 4037 0.050000
4420 4048 0.050000
4420 4071 0.047619
4420 4244 0.041667
4420 4466 0.034483
4420 4526 0.032258
4420 4546 0.032258
4420 4623 0.029412
4420 4654 0.027778
4420 4706 0.026316
4420 4777 0.024390
4420 4851 0.021739
4654 3 0.166667
4654 561 0.166667
4654 582 0.166667
4654 721 0.166667
4654 787 0.166667
4654 859 0.142857
4654 1151 0.142857
4654 1677 0.125000
4654 1698 0.125000
4654 1741 0.125000
4654 1805 0.125000
4654 1807 0.125000
4654 1869 0.125000
4654 1880 0.125000
4654 2329 0.111111
4654 2652 0.100000
4654 2746 0.090909
4654 2858 0.090909
4654 2903 0.090909
4654 2979 0.083333
4654 2991 0.083333
4654 3454 0.066667
4654 3633 0.062500
4654 3986 0.052632
4654 4037 0.050000
4654 4048 0.050000
4654 4071 0.047619
4654 4244 0.041667
4654 4420 0.035714
4654 4466 0.034483
4654 4526 0.032258
4654 4546 0.032258
4654 4712 0.026316
4654 4777 0.024390
4654 4851 0.021739
4654 4854 0.021739
4777 3 0.166667
4777 219 0.166667
4777 243 0.166667
4777 296 0.166667
4777 721 0.166667
4777 774 0.166667
4777 787 0.166667
4777 859 0.142857
4777 1151 0.142857
4777 1663 0.125000
4777 1698 0.125000
4777 1741 0.125000
4777 1787 0.125000
4777 1805 0.125000
4777 1807 0.125000
4777 1869 0.125000
4777 1880 0.125000
4777 1982 0.111111
4777 2189 0.111111
4777 2329 0.111111
4777 2652 0.100000
4777 2746 0.090909
4777 2858 0.090909
4777 2903 0.090909
4777 2979 0.083333
4777 2991 0.083333
4777 3454 0.066667
4777 3633 0.062500
4777 3986 0.052632
4777 4037 0.050000
4777 4048 0.050000
4777 4071 0.047619
4777 4244 0.041667
4777 4420 0.035714
4777 4466 0.034483
4777 4526 0.032258
4777 4546 0.032258
4777 4607 0.030303
4777 4654 0.027778
4777 4759 0.024390
4777 4851 0.021739
4851 3 0.166667
4851 7 0.166667
4851 219 0.166667
4851 243 0.166667
4851 296 0.166667
4851 460 0.166667
4851 561 0.166667
4851 582 0.166667
4851 721 0.166667
4851 774 0.166667
4851 787 0.166667
4851 859 0.142857
4851 1151 0.142857
4851 1677 0.125000
4851 1698 0.125000
4851 1741 0.125000
4851 1787 0.125000
4851 1805 0.125000
4851 1807 0.125000
4851 1869 0.125000
4851 1880 0.125000
4851 1982 0.111111
4851 2189 0.111111
4851 2329 0.111111
