5001 35931
1 1369 0.142857
1 1764 0.125000
1 3235 0.076923
1 3545 0.066667
1 4141 0.045455
1 4251 0.041667
1369 1 0.166667
1369 1649 0.125000
1369 1967 0.125000
1369 3588 0.062500
1369 3628 0.062500
1369 3842 0.055556
1369 4358 0.037037
1764 1 0.166667
1764 693 0.166667
1764 1436 0.142857
1764 3618 0.062500
1764 3735 0.058824
1764 4034 0.050000
1764 4251 0.041667
1764 4372 0.037037
3235 1 0.166667
3235 1436 0.142857
3235 1953 0.125000
3235 1967 0.125000
3235 2410 0.100000
3235 2814 0.090909
3235 3065 0.083333
3235 3392 0.071429
3235 3588 0.062500
3235 4034 0.050000
3235 4141 0.045455
3235 4348 0.038462
3235 4372 0.037037
3545 1 0.166667
3545 1792 0.125000
3545 1909 0.125000
3545 3010 0.083333
3545 3065 0.083333
3545 3151 0.076923
3545 3588 0.062500
3545 3618 0.062500
3545 3628 0.062500
3545 3735 0.058824
3545 3842 0.055556
3545 4251 0.041667
3545 4348 0.038462
3545 4358 0.037037
3545 4372 0.037037
4141 1 0.166667
4141 693 0.166667
4141 1953 0.125000
4141 1967 0.125000
4141 2164 0.111111
4141 2445 0.100000
4141 3010 0.083333
4141 3025 0.083333
4141 3065 0.083333
4141 3235 0.076923
4141 3392 0.071429
4141 3532 0.066667
4141 3588 0.062500
4141 3618 0.062500
4141 3628 0.062500
4141 3735 0.058824
4141 3842 0.055556
4141 3946 0.052632
4141 4060 0.050000
4141 4251 0.041667
4141 4358 0.037037
4141 4372 0.037037
4251 1 0.166667
4251 662 0.166667
4251 1433 0.142857
4251 1764 0.125000
4251 1792 0.125000
4251 1909 0.125000
4251 1967 0.125000
4251 2164 0.111111
4251 2410 0.100000
4251 2445 0.100000
4251 3010 0.083333
4251 3065 0.083333
4251 3151 0.076923
4251 3545 0.066667
4251 3588 0.062500
4251 3618 0.062500
4251 3735 0.058824
4251 3842 0.055556
4251 3946 0.052632
4251 4034 0.050000
4251 4060 0.050000
4251 4141 0.045455
4251 4348 0.038462
4251 4358 0.037037
2 1220 0.142857
2 2775 0.090909
2 3885 0.055556
2 4179 0.045455
2 4461 0.034483
2 4552 0.031250
1220 2 0.166667
1220 2720 0.090909
1220 3158 0.076923
1220 3641 0.062500
1220 3885 0.055556
1220 4461 0.034483
1220 4552 0.031250
2775 2 0.166667
2775 198 0.166667
