5001 71305
1	1369
1	1764
1	3235
1	3545
1	4141
1	4251
2	1220
2	2775
2	3885
2	4179
2	4461
2	4552
3	1030
3	1081
3	1404
3	2262
3	3247
3	3300
4	993
4	1079
4	1854
4	2105
4	2141
4	3128
5	147
5	1422
5	2391
5	2882
5	3479
5	3520
6	4775
6	4803
6	4881
6	4886
6	4890
6	4999
7	941
7	1569
7	2793
7	4658
7	4660
7	4697
8	257
8	1520
8	1890
8	3153
8	3382
8	3745
9	3877
9	4238
9	4684
9	4968
9	4969
9	4993
10	938
10	3201
10	3714
10	3892
10	3964
10	4183
11	555
11	1300
11	1778
11	3809
11	3999
11	4205
12	2369
12	4038
12	4647
12	4667
12	4723
12	4745
13	631
13	2642
13	3511
13	3837
13	3906
13	4036
14	3435
14	3598
14	3633
14	3814
14	4147
14	4319
15	2970
15	3284
15	3676
15	3996
15	4254
15	4284
16	3832
16	4301
16	4471
16	4613
16	4679
16	4733
17	1204
17	2123
17	2671
17	2828
17	2871
17	3058
18	2291
18	2593
18	4328
18	4867
18	4941
18	4952
19	2562
19	4122
19	4412
19	4558
19	4825
19	4976
20	4586
20	4634
20	4748
20	4767
20	4906
20	4922
21	4404
21	4407
21	4438
21	4486
21	4556
21	4559
22	4423
22	4626
22	4629
22	4776
22	4792
22	4802
23	2716
23	3966
23	4487
23	4718
23	4941
23	4952
24	2453
24	4333
24	4382
24	4687
24	4948
24	4997
25	2160
25	4823
25	4907
25	4972
25	4986
25	4989
26	1683
26	2032
26	2249
26	2778
26	3192
26	3816
27	580
27	3843
27	3950
27	4018
27	4166
27	4195
28	4176
28	4797
28	4799
28	4849
28	4912
28	4932
29	3933
29	4416
29	4722
29	4936
29	4971
29	4978
30	4822
30	4846
30	4893
30	4906
30	4930
30	4994
31	1489
31	3664
31	3950
31	4018
31	4166
31	4195
32	4262
32	4445
32	4583
32	4655
32	4766
32	4770
33	3567
33	4678
33	4692
33	4855
33	4935
33	4965
34	2036
34	4361
34	4855
34	4935
34	4950
34	4965
35	3764
35	4525
35	4772
35	4878
35	4921
35	4949
36	4877
36	4893
36	4910
36	4919
36	4922
36	4994
37	984
37	1684
37	1893
37	2402
37	2468
37	2662
38	1544
38	2549
38	2732
38	2960
38	3243
38	4902
39	1789
39	2959
39	3598
39	3804
39	3814
39	4319
40	177
40	230
40	1422
40	2391
40	3479
40	3520
41	477
41	936
41	1689
41	2030
41	2227
41	2248
42	2239
42	3372
42	3428
42	4419
42	4513
42	4834
43	3163
43	4043
43	4163
43	4549
43	4701
43	4854
44	962
44	1119
44	1520
44	3382
44	3466
44	3745
45	2790
45	2988
45	3957
45	4440
45	4648
45	4977
46	4493
46	4713
46	4722
46	4915
46	4936
46	4978
47	1729
47	2194
47	4739
47	4791
47	4838
47	4844
48	64
48	1793
48	1880
48	2500
48	2786
48	2942
49	3657
49	4325
49	4620
49	4945
49	4956
49	4969
50	1330
50	4422
50	4441
50	4876
50	4887
50	4989
51	1164
51	2800
51	2863
51	4189
51	4318
51	4324
52	2228
52	2691
52	3242
52	3423
52	3803
52	3990
53	346
53	537
53	1179
53	1987
53	2567
53	2713
54	2155
54	3662
54	3828
54	4076
54	4198
54	4242
55	1609
55	4073
55	4632
55	4744
55	4841
55	4900
56	770
56	4458
56	4632
56	4744
56	4784
56	4900
57	332
57	2480
57	3167
57	3609
57	3837
57	4036
58	650
58	2313
58	2362
58	3011
58	3549
58	3654
59	1544
59	2623
59	2732
59	2960
59	3243
59	4902
60	2901
60	3476
60	4011
60	4564
60	4778
60	4828
61	4428
61	4445
61	4551
61	4583
61	4766
61	4770
62	1415
62	3620
62	3622
62	3666
62	3703
62	3824
63	1015
63	3910
63	4773
63	4826
63	4892
63	4970
64	48
64	932
64	1519
64	2500
64	2786
64	2942
65	4181
65	4504
65	4686
65	4700
65	4758
65	4781
66	3434
66	4618
66	4629
66	4674
66	4792
66	4802
67	3729
67	4596
67	4731
67	4903
67	4948
67	4997
68	1392
68	2110
68	2307
68	3390
68	3722
68	3987
69	1071
69	3114
69	3524
69	4315
69	4405
69	4426
70	3328
70	3914
70	4754
70	4810
70	4921
70	4949
71	2898
71	3046
71	4294
71	4513
71	4794
71	4834
72	1675
72	2150
72	2391
72	2700
72	3479
72	3520
73	926
73	2345
73	2896
73	3859
73	4009
73	4204
74	3647
74	4621
74	4739
74	4791
74	4838
74	4844
75	4094
75	4336
75	4437
75	4448
75	4575
75	4580
76	4704
76	4773
76	4798
76	4875
76	4892
76	4970
77	1250
77	1509
77	2209
77	3372
77	3983
77	4794
78	2943
78	3436
78	3687
78	4314
78	4703
78	4865
79	4520
79	4754
79	4772
79	4878
79	4921
79	4949
80	4676
80	4700
80	4764
80	4777
80	4781
80	4842
81	556
81	2279
81	3885
81	4179
81	4461
81	4552
82	788
82	1013
82	1205
82	1409
82	1693
82	4839
83	3142
83	4268
83	4665
83	4797
83	4849
83	4932
84	3704
84	4287
84	4431
84	4495
84	4671
84	4872
85	1462
85	4464
85	4667
85	4723
85	4745
85	4783
86	4296
86	4562
86	4642
86	4653
86	4698
86	4725
87	4322
87	4637
87	4754
87	4810
87	4921
