5001 35944
1 2216 0.111111
1 3513 0.066667
1 3835 0.055556
1 4005 0.050000
1 4861 0.021277
1 4900 0.020000
2216 1 0.166667
2216 3385 0.071429
2216 3494 0.066667
2216 3624 0.062500
2216 3835 0.055556
2216 4129 0.047619
2216 4177 0.045455
2216 4620 0.029412
2216 4861 0.021277
3513 1 0.166667
3513 234 0.166667
3513 689 0.166667
3513 1305 0.142857
3513 1626 0.125000
3513 2427 0.100000
3513 2865 0.090909
3513 3613 0.062500
3513 4005 0.050000
3513 4613 0.029412
3513 4692 0.027027
3513 4804 0.023256
3513 4861 0.021277
3513 4882 0.020833
3513 4900 0.020000
3835 1 0.166667
3835 234 0.166667
3835 2216 0.111111
3835 2427 0.100000
3835 2994 0.083333
3835 3126 0.076923
3835 3385 0.071429
3835 3613 0.062500
3835 3679 0.062500
3835 3951 0.052632
3835 4062 0.050000
3835 4125 0.047619
3835 4146 0.045455
3835 4620 0.029412
3835 4692 0.027027
3835 4804 0.023256
3835 4861 0.021277
3835 4900 0.020000
4005 1 0.166667
4005 1226 0.142857
4005 1626 0.125000
4005 2027 0.111111
4005 2201 0.111111
4005 2427 0.100000
4005 3126 0.076923
4005 3210 0.076923
4005 3344 0.071429
4005 3513 0.066667
4005 3624 0.062500
4005 3951 0.052632
4005 4129 0.047619
4005 4146 0.045455
4005 4151 0.045455
4005 4613 0.029412
4005 4692 0.027027
4005 4804 0.023256
4005 4861 0.021277
4005 4900 0.020000
4861 1 0.166667
4861 234 0.166667
4861 495 0.166667
4861 745 0.166667
4861 876 0.142857
4861 961 0.142857
4861 1104 0.142857
4861 1114 0.142857
4861 1170 0.142857
4861 1195 0.142857
4861 1226 0.142857
4861 1303 0.142857
4861 1417 0.142857
4861 1513 0.125000
4861 1539 0.125000
4861 1626 0.125000
4861 2185 0.111111
4861 2201 0.111111
4861 2216 0.111111
4861 2427 0.100000
4861 2530 0.100000
4861 2865 0.090909
4861 2994 0.083333
4861 3064 0.083333
4861 3126 0.076923
4861 3210 0.076923
4861 3344 0.071429
4861 3385 0.071429
4861 3494 0.066667
4861 3513 0.066667
4861 3554 0.066667
4861 3613 0.062500
4861 3817 0.055556
4861 3835 0.055556
4861 3951 0.052632
4861 4005 0.050000
4861 4062 0.050000
4861 4125 0.047619
4861 4129 0.047619
4861 4146 0.045455
4861 4177 0.045455
4861 4613 0.029412
4861 4620 0.029412
4861 4692 0.027027
4861 4804 0.023256
4861 4882 0.020833
4861 4900 0.020000
4900 1 0.166667
4900 234 0.166667
4900 495 0.166667
4900 689 0.166667
4900 745 0.166667
4900 876 0.142857
4900 1104 0.142857
4900 1114 0.142857
4900 1195 0.142857
4900 1223 0.142857
4900 1226 0.142857
4900 1305 0.142857
4900 1417 0.142857
4900 1513 0.125000
4900 1539 0.125000
4900 1741 0.125000
4900 1857 0.125000
4900 2027 0.111111
4900 2185 0.111111
4900 2201 0.111111
4900 2427 0.100000
4900 2495 0.100000
4900 2530 0.100000
4900 2865 0.090909
4900 2994 0.083333
4900 3126 0.076923
4900 3210 0.076923
4900 3312 0.071429
4900 3385 0.071429
4900 3451 0.066667
4900 3494 0.066667
4900 3513 0.066667
4900 3554 0.066667
4900 3613 0.062500
4900 3817 0.055556
4900 3835 0.055556
4900 3951 0.052632
4900 4005 0.050000
4900 4062 0.050000
4900 4125 0.047619
4900 4129 0.047619
4900 4146 0.045455
4900 4177 0.045455
4900 4590 0.030303
4900 4613 0.029412
4900 4620 0.029412
4900 4692 0.027027
4900 4804 0.023256
4900 4861 0.021277
4900 4882 0.020833
2 24 0.166667
2 1596 0.125000
2 2061 0.111111
2 2338 0.100000
2 3809 0.055556
2 3826 0.055556
24 2 0.166667
24 1182 0.142857
24 2721 0.090909
24 2840 0.090909
24 3540 0.066667
24 3809 0.055556
1596 2 0.166667
