5001 36053
1 1365 0.142857
1 3728 0.058824
1 4028 0.050000
1 4270 0.041667
1 4585 0.030303
1 4724 0.025000
1365 1 0.166667
1365 3222 0.076923
1365 3720 0.058824
1365 3948 0.052632
1365 3982 0.052632
1365 4585 0.030303
1365 4724 0.025000
3728 1 0.166667
3728 401 0.166667
3728 666 0.166667
3728 670 0.166667
3728 1027 0.142857
3728 1369 0.142857
3728 2091 0.111111
3728 2639 0.100000
3728 3208 0.076923
3728 3222 0.076923
3728 3948 0.052632
3728 3982 0.052632
3728 4028 0.050000
3728 4270 0.041667
3728 4361 0.038462
3728 4585 0.030303
3728 4724 0.025000
4028 1 0.166667
4028 643 0.166667
4028 729 0.166667
4028 898 0.142857
4028 944 0.142857
4028 971 0.142857
4028 1837 0.125000
4028 2639 0.100000
4028 3208 0.076923
4028 3222 0.076923
4028 3246 0.076923
4028 3720 0.058824
4028 3728 0.058824
4028 3948 0.052632
4028 3982 0.052632
4028 4121 0.047619
4028 4270 0.041667
4028 4361 0.038462
4028 4585 0.030303
4028 4724 0.025000
4270 1 0.166667
4270 531 0.166667
4270 643 0.166667
4270 666 0.166667
4270 729 0.166667
4270 790 0.166667
4270 1001 0.142857
4270 1147 0.142857
4270 1507 0.125000
4270 1837 0.125000
4270 1970 0.125000
4270 2037 0.111111
4270 2639 0.100000
4270 3208 0.076923
4270 3222 0.076923
4270 3246 0.076923
4270 3564 0.062500
4270 3728 0.058824
4270 3948 0.052632
4270 3982 0.052632
4270 4028 0.050000
4270 4361 0.038462
4270 4585 0.030303
4270 4724 0.025000
4585 1 0.166667
4585 189 0.166667
4585 366 0.166667
4585 401 0.166667
4585 469 0.166667
4585 531 0.166667
4585 643 0.166667
4585 666 0.166667
4585 729 0.166667
4585 790 0.166667
4585 898 0.142857
4585 944 0.142857
4585 1001 0.142857
4585 1147 0.142857
4585 1365 0.142857
4585 1369 0.142857
4585 1837 0.125000
4585 1970 0.125000
4585 2037 0.111111
4585 2091 0.111111
4585 2342 0.111111
4585 2477 0.100000
4585 3208 0.076923
4585 3222 0.076923
4585 3246 0.076923
4585 3720 0.058824
4585 3728 0.058824
4585 3948 0.052632
4585 3982 0.052632
4585 4028 0.050000
4585 4270 0.041667
4585 4361 0.038462
4585 4724 0.025000
4724 1 0.166667
4724 189 0.166667
4724 366 0.166667
4724 401 0.166667
4724 469 0.166667
4724 531 0.166667
4724 643 0.166667
4724 666 0.166667
4724 670 0.166667
4724 729 0.166667
4724 790 0.166667
4724 898 0.142857
4724 944 0.142857
4724 971 0.142857
4724 1001 0.142857
4724 1147 0.142857
4724 1365 0.142857
4724 1369 0.142857
4724 1507 0.125000
4724 1837 0.125000
4724 1970 0.125000
4724 1975 0.125000
4724 2037 0.111111
4724 2091 0.111111
4724 2342 0.111111
4724 2477 0.100000
4724 2639 0.100000
4724 2694 0.090909
4724 3208 0.076923
4724 3222 0.076923
4724 3246 0.076923
4724 3720 0.058824
4724 3728 0.058824
4724 3948 0.052632
4724 3982 0.052632
4724 4028 0.050000
4724 4121 0.047619
4724 4270 0.041667
4724 4361 0.038462
4724 4585 0.030303
2 4772 0.023810
2 4873 0.020833
2 4875 0.020408
2 4971 0.017241
2 4981 0.016949
2 4999 0.016667
4772 2 0.166667
4772 305 0.166667
4772 576 0.166667
4772 724 0.166667
4772 1077 0.142857
4772 1120 0.142857
4772 1296 0.142857
4772 1464 0.142857
4772 1954 0.125000
4772 2108 0.111111
4772 2229 0.111111
4772 2382 0.100000
4772 2455 0.100000
4772 2463 0.100000
4772 3047 0.083333
4772 3135 0.076923
4772 3190 0.076923
4772 3211 0.076923
4772 3443 0.066667
4772 3499 0.066667
4772 3536 0.066667
4772 3605 0.062500
4772 3700 0.058824
4772 3831 0.055556
4772 4010 0.050000
4772 4142 0.045455
4772 4183 0.045455
4772 4281 0.041667
4772 4321 0.040000
4772 4422 0.037037
4772 4431 0.035714
4772 4452 0.035714
4772 4518 0.032258
4772 4627 0.028571
4772 4802 0.022727
4772 4870 0.020833
4772 4873 0.020833
4772 4875 0.020408
4772 4953 0.017857
4772 4971 0.017241
4772 4981 0.016949
4772 4999 0.016667
4873 2 0.166667
4873 95 0.166667
4873 271 0.166667
4873 305 0.166667
4873 819 0.166667
4873 881 0.166667
4873 956 0.142857
4873 1077 0.142857
4873 1120 0.142857
4873 1126 0.142857
4873 1296 0.142857
4873 1429 0.142857
4873 1487 0.142857
4873 1552 0.125000
4873 2108 0.111111
4873 2382 0.100000
4873 2463 0.100000
4873 2636 0.100000
4873 3047 0.083333
4873 3135 0.076923
4873 3190 0.076923
4873 3211 0.076923
4873 3263 0.076923
4873 3443 0.066667
4873 3499 0.066667
4873 3538 0.066667
4873 3605 0.062500
4873 3700 0.058824
4873 3831 0.055556
4873 4010 0.050000
4873 4183 0.045455
4873 4281 0.041667
4873 4321 0.040000
4873 4422 0.037037
4873 4431 0.035714
4873 4452 0.035714
4873 4518 0.032258
4873 4523 0.032258
4873 4626 0.028571
4873 4627 0.028571
4873 4772 0.023810
4873 4802 0.022727
4873 4870 0.020833
4873 4875 0.020408
4873 4953 0.017857
4873 4971 0.017241
4873 4981 0.016949
4873 4999 0.016667
4875 2 0.166667
4875 95 0.166667
4875 228 0.166667
4875 724 0.166667
4875 956 0.142857
4875 1077 0.142857
4875 1296 0.142857
4875 1429 0.142857
4875 1552 0.125000
4875 1795 0.125000
4875 1797 0.125000
4875 2083 0.111111
4875 2108 0.111111
4875 2229 0.111111
4875 2382 0.100000
4875 2463 0.100000
4875 2636 0.100000
4875 3047 0.083333
4875 3135 0.076923
4875 3190 0.076923
4875 3211 0.076923
4875 3263 0.076923
4875 3443 0.066667
4875 3499 0.066667
4875 3536 0.066667
4875 3538 0.066667
4875 3700 0.058824
4875 3831 0.055556
4875 4010 0.050000
4875 4142 0.045455
4875 4183 0.045455
4875 4281 0.041667
4875 4321 0.040000
4875 4422 0.037037
4875 4431 0.035714
4875 4452 0.035714
4875 4518 0.032258
4875 4523 0.032258
4875 4626 0.028571
4875 4627 0.028571
4875 4735 0.025000
4875 4772 0.023810
4875 4802 0.022727
4875 4870 0.020833
4875 4873 0.020833
4875 4953 0.017857
4875 4971 0.017241
4875 4981 0.016949
4875 4999 0.016667
4971 2 0.166667
4971 84 0.166667
4971 95 0.166667
4971 228 0.166667
4971 305 0.166667
4971 576 0.166667
4971 724 0.166667
4971 819 0.166667
4971 842 0.166667
4971 881 0.166667
4971 1077 0.142857
4971 1348 0.142857
4971 1429 0.142857
4971 1464 0.142857
4971 1486 0.142857
4971 1487 0.142857
4971 1552 0.125000
4971 1795 0.125000
4971 1797 0.125000
4971 1879 0.125000
4971 2083 0.111111
4971 2108 0.111111
4971 2229 0.111111
4971 2382 0.100000
4971 2463 0.100000
4971 2636 0.100000
4971 3047 0.083333
4971 3135 0.076923
4971 3190 0.076923
4971 3211 0.076923
4971 3263 0.076923
4971 3368 0.071429
4971 3443 0.066667
4971 3499 0.066667
4971 3536 0.066667
4971 3538 0.066667
4971 3605 0.062500
4971 3700 0.058824
4971 3831 0.055556
4971 4010 0.050000
4971 4142 0.045455
4971 4183 0.045455
4971 4281 0.041667
4971 4422 0.037037
4971 4431 0.035714
4971 4452 0.035714
4971 4518 0.032258
4971 4523 0.032258
4971 4626 0.028571
4971 4735 0.025000
4971 4772 0.023810
4971 4802 0.022727
4971 4870 0.020833
4971 4873 0.020833
4971 4875 0.020408
4971 4953 0.017857
4971 4981 0.016949
4971 4999 0.016667
4981 2 0.166667
4981 84 0.166667
4981 95 0.166667
4981 228 0.166667
4981 271 0.166667
4981 508 0.166667
4981 576 0.166667
4981 724 0.166667
4981 747 0.166667
4981 819 0.166667
4981 842 0.166667
4981 881 0.166667
4981 956 0.142857
4981 1077 0.142857
4981 1120 0.142857
4981 1126 0.142857
4981 1296 0.142857
4981 1429 0.142857
4981 1464 0.142857
4981 1487 0.142857
4981 1552 0.125000
4981 1795 0.125000
4981 2083 0.111111
4981 2108 0.111111
4981 2152 0.111111
4981 2229 0.111111
4981 2382 0.100000
4981 2463 0.100000
4981 3135 0.076923
4981 3190 0.076923
4981 3211 0.076923
4981 3263 0.076923
4981 3368 0.071429
4981 3443 0.066667
4981 3499 0.066667
4981 3536 0.066667
4981 3538 0.066667
4981 3605 0.062500
4981 3700 0.058824
4981 3831 0.055556
4981 4010 0.050000
4981 4142 0.045455
4981 4183 0.045455
4981 4281 0.041667
4981 4422 0.037037
4981 4431 0.035714
4981 4452 0.035714
4981 4518 0.032258
4981 4626 0.028571
4981 4627 0.028571
4981 4735 0.025000
4981 4772 0.023810
4981 4802 0.022727
4981 4870 0.020833
4981 4873 0.020833
4981 4875 0.020408
4981 4953 0.017857
4981 4971 0.017241
4981 4999 0.016667
4999 2 0.166667
4999 84 0.166667
4999 228 0.166667
4999 271 0.166667
4999 508 0.166667
4999 576 0.166667
4999 724 0.166667
4999 842 0.166667
4999 881 0.166667
4999 921 0.142857
4999 956 0.142857
4999 1077 0.142857
4999 1120 0.142857
4999 1126 0.142857
4999 1429 0.142857
4999 1464 0.142857
4999 1487 0.142857
4999 1552 0.125000
4999 1795 0.125000
4999 1797 0.125000
4999 1879 0.125000
4999 1954 0.125000
4999 2083 0.111111
4999 2108 0.111111
4999 2229 0.111111
