5001 35936
1 531 0.166667
1 1105 0.142857
1 1179 0.142857
1 1366 0.142857
1 1697 0.125000
1 3026 0.083333
531 1 0.166667
531 1105 0.142857
531 1179 0.142857
531 1697 0.125000
531 2321 0.111111
531 4187 0.045455
1105 1 0.166667
1105 531 0.166667
1105 1179 0.142857
1105 1697 0.125000
1105 3119 0.076923
1105 4323 0.038462
1105 4468 0.034483
1179 1 0.166667
1179 531 0.166667
1179 1105 0.142857
1179 1697 0.125000
1179 3119 0.076923
1179 4231 0.043478
1179 4433 0.035714
1366 1 0.166667
1366 1797 0.125000
1366 2011 0.111111
1366 4293 0.040000
1366 4390 0.037037
1366 4433 0.035714
1366 4468 0.034483
1697 1 0.166667
1697 531 0.166667
1697 787 0.166667
1697 1105 0.142857
1697 1179 0.142857
1697 2321 0.111111
1697 4285 0.040000
1697 4468 0.034483
3026 1 0.166667
3026 4239 0.041667
3026 4698 0.026316
3026 4705 0.026316
3026 4770 0.024390
3026 4776 0.024390
3026 4792 0.023810
3026 4826 0.022727
3026 4872 0.020833
3026 4912 0.020000
3026 4962 0.017857
3026 5000 0.016667
2 742 0.166667
2 755 0.166667
2 1434 0.142857
2 1522 0.142857
2 2532 0.100000
2 4657 0.028571
742 2 0.166667
742 1522 0.142857
742 2809 0.090909
742 3392 0.071429
742 4657 0.028571
742 4760 0.024390
755 2 0.166667
755 1434 0.142857
755 1522 0.142857
755 2040 0.111111
755 3829 0.055556
755 4657 0.028571
1434 2 0.166667
1434 755 0.166667
1434 2040 0.111111
1434 2532 0.100000
1434 2964 0.083333
1434 3392 0.071429
1434 4657 0.028571
1522 2 0.166667
1522 742 0.166667
1522 755 0.166667
1522 2809 0.090909
1522 3392 0.071429
1522 3515 0.066667
1522 4657 0.028571
2532 2 0.166667
2532 517 0.166667
2532 1434 0.142857
2532 1712 0.125000
2532 2040 0.111111
2532 2622 0.100000
2532 2964 0.083333
2532 3392 0.071429
2532 4657 0.028571
2532 4930 0.018868
4657 2 0.166667
4657 119 0.166667
4657 392 0.166667
4657 517 0.166667
4657 742 0.166667
4657 755 0.166667
4657 1434 0.142857
4657 1522 0.142857
4657 1712 0.125000
4657 2040 0.111111
4657 2319 0.111111
4657 2335 0.100000
4657 2532 0.100000
4657 2622 0.100000
4657 2809 0.090909
4657 2964 0.083333
4657 3392 0.071429
4657 3772 0.058824
4657 3820 0.055556
4657 3966 0.052632
4657 4128 0.047619
4657 4171 0.045455
4657 4316 0.038462
4657 4435 0.035714
4657 4504 0.033333
4657 4585 0.030303
4657 4666 0.027778
4657 4680 0.027027
4657 4716 0.025641
4657 4767 0.024390
4657 4813 0.023256
4657 4892 0.020408
4657 4910 0.020000
4657 4930 0.018868
4657 4980 0.017241
3 4485 0.033333
3 4838 0.022222
3 4904 0.020000
3 4923 0.019231
3 4927 0.019231
3 4928 0.019231
4485 3 0.166667
4485 1033 0.142857
4485 1527 0.125000
4485 2354 0.100000
4485 2390 0.100000
4485 2542 0.100000
4485 2645 0.100000
4485 2905 0.083333
4485 2940 0.083333
4485 2956 0.083333
4485 3138 0.076923
4485 3231 0.076923
4485 3437 0.071429
4485 3657 0.062500
4485 3829 0.055556
4485 3843 0.055556
4485 3888 0.055556
4485 3892 0.055556
4485 4319 0.038462
4485 4441 0.035714
4485 4469 0.034483
4485 4478 0.034483
4485 4607 0.030303
4485 4707 0.026316
4485 4838 0.022222
4485 4902 0.020000
4485 4904 0.020000
4485 4923 0.019231
4485 4927 0.019231
4485 4928 0.019231
4838 3 0.166667
4838 34 0.166667
4838 402 0.166667
4838 879 0.142857
4838 916 0.142857
4838 1081 0.142857
4838 1401 0.142857
4838 1527 0.125000
4838 1561 0.125000
4838 1603 0.125000
4838 1626 0.125000
4838 1766 0.125000
4838 1952 0.125000
4838 2064 0.111111
4838 2158 0.111111
4838 2354 0.100000
4838 2390 0.100000
4838 2517 0.100000
4838 2542 0.100000
4838 2645 0.100000
4838 2686 0.090909
4838 2905 0.083333
4838 2940 0.083333
4838 2956 0.083333
4838 3138 0.076923
4838 3231 0.076923
4838 3265 0.076923
4838 3437 0.071429
4838 3638 0.062500
4838 3657 0.062500
4838 3829 0.055556
4838 3843 0.055556
4838 3892 0.055556
4838 3927 0.052632
4838 4319 0.038462
4838 4441 0.035714
4838 4469 0.034483
4838 4485 0.033333
4838 4607 0.030303
4838 4696 0.026316
4838 4707 0.026316
4838 4904 0.020000
4838 4923 0.019231
4838 4927 0.019231
4838 4928 0.019231
4904 3 0.166667
4904 34 0.166667
4904 136 0.166667
4904 214 0.166667
4904 777 0.166667
4904 814 0.166667
4904 879 0.142857
4904 916 0.142857
4904 1033 0.142857
4904 1081 0.142857
4904 1401 0.142857
4904 1494 0.142857
4904 1527 0.125000
4904 1561 0.125000
4904 1603 0.125000
4904 1626 0.125000
4904 1766 0.125000
4904 1952 0.125000
4904 2064 0.111111
4904 2158 0.111111
4904 2354 0.100000
4904 2390 0.100000
4904 2517 0.100000
4904 2542 0.100000
4904 2645 0.100000
4904 2686 0.090909
4904 2905 0.083333
4904 2940 0.083333
4904 2956 0.083333
4904 3138 0.076923
4904 3231 0.076923
4904 3437 0.071429
4904 3657 0.062500
4904 3811 0.055556
4904 3829 0.055556
4904 3843 0.055556
4904 3892 0.055556
4904 4319 0.038462
4904 4441 0.035714
4904 4469 0.034483
4904 4485 0.033333
4904 4607 0.030303
4904 4696 0.026316
4904 4707 0.026316
4904 4838 0.022222
4904 4839 0.022222
4904 4923 0.019231
4904 4927 0.019231
4904 4928 0.019231
4904 4959 0.017857
4923 3 0.166667
4923 34 0.166667
4923 136 0.166667
4923 402 0.166667
4923 777 0.166667
4923 814 0.166667
4923 879 0.142857
4923 888 0.142857
4923 916 0.142857
4923 1033 0.142857
4923 1081 0.142857
4923 1401 0.142857
4923 1494 0.142857
4923 1527 0.125000
4923 1561 0.125000
4923 1603 0.125000
4923 1626 0.125000
4923 1766 0.125000
4923 1952 0.125000
4923 2064 0.111111
4923 2158 0.111111
4923 2354 0.100000
4923 2364 0.100000
4923 2390 0.100000
4923 2517 0.100000
4923 2542 0.100000
4923 2645 0.100000
4923 2686 0.090909
4923 2905 0.083333
4923 2940 0.083333
4923 2956 0.083333
4923 3138 0.076923
4923 3224 0.076923
4923 3231 0.076923
4923 3437 0.071429
4923 3657 0.062500
4923 3829 0.055556
4923 3843 0.055556
4923 3892 0.055556
4923 4319 0.038462
4923 4441 0.035714
4923 4469 0.034483
4923 4485 0.033333
4923 4607 0.030303
4923 4707 0.026316
4923 4724 0.025641
4923 4763 0.024390
4923 4838 0.022222
4923 4904 0.020000
4923 4927 0.019231
4923 4928 0.019231
4923 4959 0.017857
4927 3 0.166667
4927 34 0.166667
4927 136 0.166667
4927 402 0.166667
4927 777 0.166667
4927 814 0.166667
4927 879 0.142857
4927 888 0.142857
4927 916 0.142857
4927 1033 0.142857
4927 1081 0.142857
4927 1401 0.142857
4927 1494 0.142857
4927 1527 0.125000
4927 1561 0.125000
4927 1603 0.125000
4927 1626 0.125000
4927 1952 0.125000
4927 2064 0.111111
4927 2158 0.111111
4927 2354 0.100000
4927 2390 0.100000
4927 2517 0.100000
4927 2542 0.100000
4927 2645 0.100000
4927 2686 0.090909
4927 2905 0.083333
4927 2940 0.083333
4927 2956 0.083333
4927 3138 0.076923
4927 3231 0.076923
4927 3437 0.071429
4927 3541 0.066667
4927 3657 0.062500
4927 3721 0.058824
4927 3829 0.055556
4927 3843 0.055556
4927 3847 0.055556
4927 3892 0.055556
4927 3918 0.052632
4927 4319 0.038462
4927 4441 0.035714
4927 4469 0.034483
4927 4485 0.033333
4927 4589 0.030303
4927 4607 0.030303
4927 4707 0.026316
4927 4804 0.023256
4927 4838 0.022222
4927 4904 0.020000
4927 4923 0.019231
4927 4928 0.019231
4928 3 0.166667
4928 34 0.166667
4928 136 0.166667
4928 777 0.166667
4928 814 0.166667
4928 879 0.142857
4928 888 0.142857
4928 916 0.142857
4928 1033 0.142857
4928 1081 0.142857
4928 1401 0.142857
4928 1494 0.142857
4928 1527 0.125000
4928 1561 0.125000
4928 1603 0.125000
4928 1626 0.125000
4928 1766 0.125000
4928 1952 0.125000
4928 2064 0.111111
4928 2158 0.111111
4928 2354 0.100000
4928 2390 0.100000
4928 2517 0.100000
4928 2542 0.100000
4928 2645 0.100000
4928 2686 0.090909
4928 2905 0.083333
4928 2940 0.083333
4928 2956 0.083333
4928 3138 0.076923
4928 3231 0.076923
4928 3437 0.071429
4928 3657 0.062500
4928 3726 0.058824
4928 3829 0.055556
4928 3843 0.055556
4928 3892 0.055556
4928 4319 0.038462
4928 4441 0.035714
4928 4469 0.034483
4928 4485 0.033333
4928 4588 0.030303
4928 4607 0.030303
4928 4631 0.028571
4928 4707 0.026316
4928 4745 0.025000
4928 4754 0.025000
4928 4793 0.023810
4928 4838 0.022222
4928 4904 0.020000
4928 4923 0.019231
4928 4927 0.019231
4 690 0.166667
4 703 0.166667
4 819 0.166667
4 4343 0.038462
4 4891 0.020408
4 4982 0.017241
690 4 0.166667
690 92 0.166667
690 417 0.166667
690 703 0.166667
690 819 0.166667
690 4343 0.038462
703 4 0.166667
703 417 0.166667
703 669 0.166667
703 690 0.166667
703 819 0.166667
703 4343 0.038462
819 4 0.166667
819 417 0.166667
819 669 0.166667
819 690 0.166667
819 703 0.166667
819 3450 0.066667
4343 4 0.166667
4343 349 0.166667
4343 690 0.166667
4343 703 0.166667
4343 830 0.166667
4343 1225 0.142857
4343 1484 0.142857
4343 1627 0.125000
4343 1633 0.125000
4343 1886 0.125000
4343 1981 0.111111
4343 2117 0.111111
4343 2397 0.100000
4343 2751 0.090909
4343 2766 0.090909
4343 3319 0.071429
4343 3440 0.071429
4343 3486 0.066667
4343 3601 0.062500
4343 3940 0.052632
4343 4048 0.050000
4343 4214 0.043478
4343 4322 0.038462
4343 4472 0.034483
4343 4502 0.033333
4343 4748 0.025000
4891 4 0.166667
4891 92 0.166667
4891 97 0.166667
4891 295 0.166667
4891 314 0.166667
4891 390 0.166667
4891 417 0.166667
4891 548 0.166667
4891 613 0.166667
4891 674 0.166667
4891 758 0.166667
4891 1066 0.142857
4891 1068 0.142857
4891 1148 0.142857
4891 1396 0.142857
4891 1505 0.125000
4891 1770 0.125000
4891 2179 0.111111
4891 2253 0.111111
4891 2409 0.100000
4891 2427 0.100000
4891 2497 0.100000
4891 2779 0.090909
4891 2824 0.090909
4891 2852 0.090909
4891 2861 0.090909
4891 3105 0.083333
4891 3339 0.071429
4891 3393 0.071429
4891 3468 0.066667
4891 3602 0.062500
4891 3679 0.062500
4891 3689 0.062500
4891 4015 0.050000
4891 4032 0.050000
4891 4073 0.047619
4891 4095 0.047619
4891 4124 0.047619
4891 4310 0.038462
4891 4580 0.030303
4891 4614 0.029412
4891 4740 0.025641
4891 4750 0.025000
4891 4791 0.023810
4891 4809 0.023256
4891 4853 0.021739
4891 4909 0.020000
4891 4982 0.017241
4891 4995 0.016667
4982 4 0.166667
4982 92 0.166667
4982 97 0.166667
4982 295 0.166667
4982 314 0.166667
4982 315 0.166667
4982 390 0.166667
4982 548 0.166667
4982 613 0.166667
4982 669 0.166667
4982 674 0.166667
4982 716 0.166667
4982 758 0.166667
4982 1008 0.142857
4982 1066 0.142857
4982 1068 0.142857
4982 1148 0.142857
4982 1194 0.142857
4982 1371 0.142857
4982 1396 0.142857
4982 1505 0.125000
4982 1594 0.125000
4982 1770 0.125000
4982 2179 0.111111
4982 2253 0.111111
4982 2409 0.100000
4982 2427 0.100000
4982 2497 0.100000
4982 2582 0.100000
4982 2779 0.090909
4982 2824 0.090909
