5001 35932
1 4008 0.050000
1 4204 0.043478
1 4568 0.031250
1 4953 0.018182
1 4978 0.017241
1 4993 0.016949
4008 1 0.166667
4008 765 0.166667
4008 1025 0.142857
4008 1076 0.142857
4008 1214 0.142857
4008 1869 0.125000
4008 3059 0.083333
4008 3606 0.062500
4008 3822 0.055556
4008 4034 0.050000
4008 4252 0.041667
4008 4254 0.041667
4008 4375 0.037037
4008 4527 0.032258
4008 4568 0.031250
4008 4838 0.022222
4008 4842 0.022222
4008 4889 0.020408
4008 4949 0.018182
4008 4993 0.016949
4204 1 0.166667
4204 142 0.166667
4204 198 0.166667
4204 691 0.166667
4204 1237 0.142857
4204 3222 0.076923
4204 3648 0.062500
4204 3971 0.052632
4204 4034 0.050000
4204 4252 0.041667
4204 4254 0.041667
4204 4360 0.037037
4204 4375 0.037037
4204 4412 0.035714
4204 4527 0.032258
4204 4544 0.032258
4204 4568 0.031250
4204 4726 0.025641
4204 4798 0.032258
4204 4838 0.022222
4204 4949 0.018182
4204 4953 0.018182
4204 4978 0.017241
4568 1 0.166667
4568 269 0.166667
4568 635 0.166667
4568 682 0.166667
4568 1076 0.142857
4568 2339 0.100000
4568 2533 0.100000
4568 2993 0.083333
4568 3052 0.083333
4568 3222 0.076923
4568 3403 0.071429
4568 3435 0.071429
4568 3545 0.066667
4568 3606 0.062500
4568 3669 0.062500
4568 3822 0.055556
4568 3971 0.052632
4568 4008 0.050000
4568 4034 0.050000
4568 4204 0.043478
4568 4375 0.037037
4568 4527 0.032258
4568 4544 0.032258
4568 4672 0.027027
4568 4726 0.025641
4568 4770 0.027778
4568 4838 0.022222
4568 4842 0.022222
4568 4889 0.020408
4568 4953 0.018182
4568 4978 0.017241
4568 4993 0.016949
4953 1 0.166667
4953 198 0.166667
4953 269 0.166667
4953 545 0.166667
4953 682 0.166667
4953 691 0.166667
4953 734 0.166667
4953 964 0.142857
4953 1066 0.142857
4953 1076 0.142857
4953 1095 0.142857
4953 1165 0.142857
4953 1167 0.142857
4953 1458 0.142857
4953 1565 0.125000
4953 1592 0.125000
4953 1648 0.125000
4953 1676 0.125000
4953 1797 0.125000
4953 1829 0.125000
4953 2181 0.111111
4953 2230 0.111111
4953 2339 0.100000
4953 2533 0.100000
4953 2889 0.090909
4953 3052 0.083333
4953 3059 0.083333
4953 3435 0.071429
4953 3443 0.071429
4953 3545 0.066667
