5001 71730
1 416 0.166667
1 957 0.142857
1 988 0.142857
1 1205 0.142857
1 2137 0.111111
1 2208 0.111111
416 1 0.166667
416 319 0.166667
416 1205 0.142857
416 1539 0.125000
416 2137 0.111111
416 2208 0.111111
957 1 0.166667
957 988 0.142857
957 1117 0.142857
957 1539 0.125000
957 2137 0.111111
957 2208 0.111111
957 2990 0.083333
988 1 0.166667
988 319 0.166667
988 957 0.142857
988 1117 0.142857
988 1539 0.125000
988 2137 0.111111
988 2208 0.111111
1205 1 0.166667
1205 319 0.166667
1205 416 0.166667
1205 1117 0.142857
1205 1539 0.125000
1205 2137 0.111111
1205 2208 0.111111
2137 1 0.166667
2137 319 0.166667
2137 416 0.166667
2137 957 0.142857
2137 988 0.142857
2137 1117 0.142857
2137 1205 0.142857
2137 1539 0.125000
2137 2208 0.111111
2208 1 0.166667
2208 319 0.166667
2208 416 0.166667
2208 957 0.142857
2208 988 0.142857
2208 1117 0.142857
2208 1205 0.142857
2208 1539 0.125000
2208 2137 0.111111
2 495 0.166667
2 1100 0.142857
2 1181 0.142857
2 1625 0.125000
2 2159 0.111111
2 2325 0.111111
495 2 0.166667
495 95 0.166667
495 656 0.166667
495 1625 0.125000
495 2159 0.111111
495 2325 0.111111
1100 2 0.166667
1100 95 0.166667
1100 656 0.166667
1100 665 0.166667
1100 1181 0.142857
1100 2159 0.111111
1100 2325 0.111111
1181 2 0.166667
1181 95 0.166667
1181 665 0.166667
1181 1100 0.142857
1181 1625 0.125000
1181 2159 0.111111
1181 2325 0.111111
1625 2 0.166667
1625 95 0.166667
1625 495 0.166667
1625 656 0.166667
1625 665 0.166667
1625 1181 0.142857
1625 2159 0.111111
1625 2325 0.111111
2159 2 0.166667
2159 95 0.166667
2159 495 0.166667
2159 656 0.166667
2159 665 0.166667
2159 1100 0.142857
2159 1181 0.142857
2159 1625 0.125000
2159 2325 0.111111
2325 2 0.166667
2325 95 0.166667
2325 495 0.166667
2325 656 0.166667
2325 665 0.166667
2325 1100 0.142857
2325 1181 0.142857
2325 1625 0.125000
2325 2159 0.111111
3 3833 0.055556
3 4566 0.031250
3 4671 0.027027
3 4705 0.026316
3 4759 0.024390
3 4802 0.023256
3833 3 0.166667
3833 986 0.142857
3833 2594 0.100000
3833 2814 0.090909
3833 3236 0.076923
3833 3612 0.062500
3833 3794 0.058824
3833 3818 0.055556
3833 3851 0.055556
3833 4117 0.047619
3833 4348 0.038462
3833 4396 0.037037
3833 4448 0.034483
3833 4566 0.031250
3833 4671 0.027027
3833 4705 0.026316
3833 4759 0.024390
3833 4802 0.023256
4566 3 0.166667
4566 267 0.166667
4566 515 0.166667
4566 633 0.166667
4566 985 0.142857
4566 986 0.142857
4566 1047 0.142857
4566 1189 0.142857
4566 1305 0.142857
4566 1395 0.142857
4566 1939 0.125000
4566 2028 0.111111
4566 2072 0.111111
4566 2218 0.111111
4566 2411 0.100000
4566 2594 0.100000
4566 2814 0.090909
4566 3236 0.076923
4566 3612 0.062500
4566 3818 0.055556
4566 3833 0.055556
4566 3851 0.055556
4566 3877 0.055556
4566 4056 0.050000
4566 4117 0.047619
4566 4348 0.038462
4566 4396 0.037037
4566 4448 0.034483
4566 4671 0.027027
4566 4705 0.026316
4566 4759 0.024390
4566 4802 0.023256
4671 3 0.166667
4671 29 0.166667
4671 65 0.166667
4671 122 0.166667
4671 311 0.166667
4671 515 0.166667
4671 568 0.166667
4671 633 0.166667
4671 890 0.142857
4671 1076 0.142857
4671 1189 0.142857
4671 1305 0.142857
4671 1395 0.142857
4671 1522 0.125000
4671 1939 0.125000
4671 2028 0.111111
4671 2072 0.111111
4671 2218 0.111111
4671 2299 0.111111
4671 2411 0.100000
4671 2594 0.100000
4671 2814 0.090909
4671 3101 0.083333
4671 3236 0.076923
4671 3612 0.062500
4671 3794 0.058824
4671 3818 0.055556
4671 3833 0.055556
4671 3851 0.055556
4671 4056 0.050000
4671 4348 0.038462
4671 4396 0.037037
4671 4448 0.034483
4671 4566 0.031250
4671 4705 0.026316
4671 4759 0.024390
4671 4802 0.023256
4705 3 0.166667
4705 65 0.166667
4705 267 0.166667
4705 311 0.166667
4705 354 0.166667
4705 515 0.166667
4705 568 0.166667
4705 890 0.142857
4705 985 0.142857
4705 986 0.142857
4705 1047 0.142857
4705 1076 0.142857
4705 1189 0.142857
4705 1305 0.142857
4705 1395 0.142857
4705 1522 0.125000
4705 1939 0.125000
4705 2028 0.111111
4705 2072 0.111111
4705 2218 0.111111
4705 2411 0.100000
4705 2814 0.090909
4705 3101 0.083333
4705 3612 0.062500
4705 3794 0.058824
4705 3818 0.055556
4705 3833 0.055556
4705 3851 0.055556
4705 3877 0.055556
4705 4056 0.050000
4705 4117 0.047619
4705 4348 0.038462
4705 4396 0.037037
4705 4448 0.034483
4705 4566 0.031250
4705 4671 0.027027
4705 4759 0.024390
4705 4802 0.023256
4759 3 0.166667
4759 29 0.166667
4759 65 0.166667
4759 122 0.166667
4759 267 0.166667
4759 311 0.166667
4759 354 0.166667
4759 568 0.166667
4759 633 0.166667
4759 890 0.142857
4759 985 0.142857
4759 986 0.142857
4759 1047 0.142857
4759 1076 0.142857
4759 1305 0.142857
4759 1395 0.142857
4759 1522 0.125000
4759 2028 0.111111
4759 2072 0.111111
4759 2218 0.111111
4759 2299 0.111111
4759 2411 0.100000
4759 2594 0.100000
4759 2814 0.090909
4759 3101 0.083333
4759 3236 0.076923
4759 3612 0.062500
4759 3794 0.058824
4759 3818 0.055556
4759 3833 0.055556
4759 3851 0.055556
4759 3877 0.055556
4759 4056 0.050000
4759 4117 0.047619
4759 4348 0.038462
4759 4396 0.037037
4759 4448 0.034483
4759 4566 0.031250
4759 4671 0.027027
4759 4705 0.026316
4759 4802 0.023256
4802 3 0.166667
4802 29 0.166667
4802 65 0.166667
4802 122 0.166667
4802 267 0.166667
4802 311 0.166667
4802 354 0.166667
4802 515 0.166667
4802 568 0.166667
4802 633 0.166667
4802 890 0.142857
4802 985 0.142857
4802 986 0.142857
4802 1047 0.142857
4802 1076 0.142857
4802 1189 0.142857
4802 1395 0.142857
4802 1522 0.125000
4802 2028 0.111111
4802 2072 0.111111
4802 2218 0.111111
4802 2299 0.111111
4802 2411 0.100000
4802 2594 0.100000
4802 2814 0.090909
4802 3101 0.083333
4802 3236 0.076923
4802 3612 0.062500
4802 3794 0.058824
4802 3818 0.055556
4802 3833 0.055556
4802 3851 0.055556
4802 3877 0.055556
4802 4056 0.050000
4802 4117 0.047619
4802 4348 0.038462
4802 4396 0.037037
4802 4448 0.034483
4802 4566 0.031250
4802 4636 0.028571
4802 4671 0.027027
4802 4705 0.026316
4802 4759 0.024390
4 4525 0.032258
4 4647 0.028571
4 4753 0.025000
4 4867 0.021277
4 4892 0.020408
4 4922 0.019231
4525 4 0.166667
4525 405 0.166667
4525 437 0.166667
4525 1040 0.142857
4525 1073 0.142857
4525 1088 0.142857
4525 1273 0.142857
4525 1370 0.142857
4525 1598 0.125000
4525 1703 0.125000
4525 2022 0.111111
4525 2249 0.111111
4525 2353 0.100000
4525 2532 0.100000
4525 3115 0.076923
4525 3465 0.066667
4525 3476 0.066667
4525 4157 0.045455
4525 4210 0.043478
4525 4247 0.041667
4525 4256 0.041667
4525 4314 0.038462
4525 4336 0.038462
4525 4542 0.032258
4525 4627 0.029412
4525 4647 0.028571
4525 4711 0.026316
4525 4753 0.025000
4525 4815 0.022727
4525 4867 0.021277
4525 4922 0.019231
4647 4 0.166667
4647 54 0.166667
4647 287 0.166667
4647 404 0.166667
4647 882 0.142857
4647 1073 0.142857
4647 1420 0.142857
4647 1512 0.125000
4647 1600 0.125000
4647 1631 0.125000
4647 1647 0.125000
4647 1703 0.125000
4647 1704 0.125000
4647 2123 0.111111
4647 2353 0.100000
4647 2532 0.100000
4647 2546 0.100000
4647 2820 0.090909
4647 3465 0.066667
4647 3476 0.066667
4647 4071 0.047619
4647 4157 0.045455
4647 4247 0.041667
4647 4256 0.041667
4647 4314 0.038462
4647 4525 0.032258
4647 4542 0.032258
4647 4560 0.031250
4647 4627 0.029412
4647 4711 0.026316
4647 4779 0.024390
4647 4815 0.022727
4647 4867 0.021277
4647 4892 0.020408
4647 4922 0.019231
4753 4 0.166667
4753 54 0.166667
4753 202 0.166667
4753 262 0.166667
4753 268 0.166667
4753 287 0.166667
4753 572 0.166667
4753 800 0.166667
4753 1022 0.142857
4753 1040 0.142857
4753 1088 0.142857
4753 1273 0.142857
4753 1370 0.142857
4753 1420 0.142857
4753 1512 0.125000
4753 2123 0.111111
4753 2246 0.111111
4753 2249 0.111111
4753 2393 0.100000
4753 2532 0.100000
4753 2733 0.090909
4753 2820 0.090909
4753 3115 0.076923
4753 3465 0.066667
4753 3476 0.066667
4753 4157 0.045455
4753 4210 0.043478
4753 4247 0.041667
4753 4256 0.041667
4753 4314 0.038462
4753 4336 0.038462
4753 4525 0.032258
4753 4542 0.032258
4753 4560 0.031250
4753 4627 0.029412
4753 4711 0.026316
4753 4779 0.024390
4753 4815 0.022727
4753 4867 0.021277
4753 4922 0.019231
4867 4 0.166667
4867 56 0.166667
4867 163 0.166667
4867 202 0.166667
4867 287 0.166667
4867 404 0.166667
4867 405 0.166667
4867 437 0.166667
4867 882 0.142857
4867 903 0.142857
4867 1040 0.142857
4867 1073 0.142857
4867 1206 0.142857
4867 1370 0.142857
4867 1420 0.142857
4867 1512 0.125000
4867 1631 0.125000
4867 1704 0.125000
4867 1713 0.125000
4867 1771 0.125000
4867 1844 0.125000
4867 2022 0.111111
4867 2123 0.111111
4867 2246 0.111111
4867 2249 0.111111
4867 2295 0.111111
4867 2393 0.100000
4867 2546 0.100000
4867 2820 0.090909
4867 3115 0.076923
4867 3465 0.066667
4867 4071 0.047619
4867 4157 0.045455
4867 4210 0.043478
4867 4256 0.041667
4867 4314 0.038462
4867 4336 0.038462
4867 4525 0.032258
4867 4542 0.032258
4867 4627 0.029412
4867 4647 0.028571
4867 4711 0.026316
4867 4753 0.025000
4867 4779 0.024390
4867 4815 0.022727
4867 4892 0.020408
4867 4922 0.019231
4892 4 0.166667
4892 56 0.166667
4892 287 0.166667
4892 405 0.166667
4892 437 0.166667
4892 572 0.166667
4892 882 0.142857
4892 903 0.142857
4892 1073 0.142857
4892 1206 0.142857
4892 1273 0.142857
4892 1370 0.142857
