5001 35879
1 1937 0.125000
1 2867 0.090909
1 3410 0.071429
1 3757 0.058824
1 3767 0.058824
1 3812 0.055556
1937 1 0.166667
1937 1552 0.125000
1937 2164 0.111111
1937 2867 0.090909
1937 3204 0.076923
1937 3767 0.058824
1937 3834 0.055556
1937 4458 0.034483
2867 1 0.166667
2867 1909 0.125000
2867 1937 0.125000
2867 2015 0.111111
2867 2236 0.111111
2867 2469 0.100000
2867 2676 0.090909
2867 3757 0.058824
2867 3767 0.058824
2867 3812 0.055556
2867 3834 0.055556
3410 1 0.166667
3410 656 0.166667
3410 1425 0.142857
3410 1552 0.125000
3410 2015 0.111111
3410 2164 0.111111
3410 2236 0.111111
3410 2345 0.100000
3410 2635 0.100000
3410 2676 0.090909
3410 3204 0.076923
3410 3767 0.058824
3410 3812 0.055556
3410 3834 0.055556
3757 1 0.166667
3757 25 0.166667
3757 98 0.166667
3757 656 0.166667
3757 1620 0.125000
3757 2015 0.111111
3757 2164 0.111111
3757 2236 0.111111
3757 2345 0.100000
3757 2635 0.100000
3757 2676 0.090909
3757 2867 0.090909
3757 2914 0.083333
3757 3379 0.071429
3757 3767 0.058824
3757 3812 0.055556
3757 3834 0.055556
3767 1 0.166667
3767 25 0.166667
3767 98 0.166667
3767 656 0.166667
3767 1937 0.125000
3767 2015 0.111111
3767 2164 0.111111
3767 2236 0.111111
3767 2469 0.100000
3767 2635 0.100000
3767 2867 0.090909
3767 2914 0.083333
3767 3379 0.071429
3767 3410 0.071429
3767 3757 0.058824
3767 3812 0.055556
3767 3834 0.055556
3812 1 0.166667
3812 1425 0.142857
3812 1552 0.125000
3812 1620 0.125000
3812 1909 0.125000
3812 2015 0.111111
3812 2164 0.111111
3812 2236 0.111111
3812 2469 0.100000
3812 2635 0.100000
3812 2676 0.090909
3812 2867 0.090909
3812 2914 0.083333
3812 3204 0.076923
3812 3379 0.071429
3812 3410 0.071429
3812 3757 0.058824
3812 3767 0.058824
2 4616 0.029412
2 4765 0.024390
2 4797 0.023256
2 4960 0.017857
2 4973 0.017241
2 4980 0.017241
4616 2 0.166667
4616 541 0.166667
4616 669 0.166667
4616 772 0.166667
4616 1032 0.142857
4616 1221 0.142857
4616 1401 0.142857
4616 1461 0.142857
4616 1476 0.142857
4616 1477 0.142857
4616 1557 0.125000
4616 1714 0.125000
4616 1716 0.125000
4616 1961 0.125000
4616 2125 0.111111
4616 2528 0.100000
4616 2573 0.100000
4616 2620 0.100000
4616 2789 0.090909
4616 2913 0.083333
4616 3051 0.083333
4616 3196 0.076923
4616 3422 0.071429
4616 3435 0.071429
4616 3506 0.066667
4616 3631 0.062500
4616 4138 0.045455
4616 4205 0.043478
4616 4381 0.037037
4616 4438 0.035714
4616 4594 0.030303
4616 4622 0.029412
4616 4650 0.027778
4616 4686 0.027027
4765 2 0.166667
4765 41 0.166667
4765 329 0.166667
4765 374 0.166667
4765 829 0.166667
4765 831 0.166667
4765 940 0.142857
4765 1272 0.142857
4765 1649 0.125000
4765 1803 0.125000
4765 1824 0.125000
4765 1879 0.125000
4765 2253 0.111111
4765 2403 0.100000
4765 2594 0.100000
4765 2834 0.090909
4765 2847 0.090909
4765 2885 0.090909
4765 3066 0.083333
4765 3086 0.083333
4765 3114 0.076923
4765 3193 0.076923
4765 3600 0.062500
4765 3625 0.062500
4765 3752 0.058824
4765 4024 0.050000
4765 4040 0.050000
4765 4078 0.047619
4765 4080 0.047619
4765 4119 0.047619
4765 4296 0.040000
4765 4374 0.037037
4765 4475 0.034483
4765 4486 0.033333
4765 4537 0.032258
4765 4655 0.027778
4765 4680 0.027027
4765 4689 0.027027
4765 4730 0.025641
4765 4759 0.024390
4765 4798 0.023256
4797 2 0.166667
4797 66 0.166667
4797 189 0.166667
4797 205 0.166667
4797 262 0.166667
4797 454 0.166667
4797 630 0.166667
4797 648 0.166667
4797 996 0.142857
4797 1262 0.142857
