5001 35798
1 3962 0.052632
1 4134 0.045455
1 4439 0.035714
1 4460 0.034483
1 4468 0.034483
1 4626 0.029412
3962 1 0.166667
3962 1139 0.142857
3962 2065 0.111111
3962 2703 0.090909
3962 2740 0.090909
3962 3086 0.083333
3962 3218 0.076923
3962 3245 0.076923
3962 3853 0.055556
3962 3940 0.052632
3962 4134 0.045455
3962 4197 0.043478
3962 4362 0.037037
3962 4370 0.037037
3962 4416 0.035714
3962 4439 0.035714
3962 4460 0.034483
3962 4468 0.034483
3962 4626 0.029412
4134 1 0.166667
4134 256 0.166667
4134 413 0.166667
4134 875 0.142857
4134 1499 0.142857
4134 1752 0.125000
4134 1968 0.125000
4134 2003 0.111111
4134 2703 0.090909
4134 3086 0.083333
4134 3218 0.076923
4134 3245 0.076923
4134 3853 0.055556
4134 3940 0.052632
4134 3962 0.052632
4134 4233 0.041667
4134 4362 0.037037
4134 4370 0.037037
4134 4416 0.035714
4134 4439 0.035714
4134 4468 0.034483
4134 4626 0.029412
4439 1 0.166667
4439 176 0.166667
4439 235 0.166667
4439 413 0.166667
4439 875 0.142857
4439 1499 0.142857
4439 1511 0.125000
4439 1968 0.125000
4439 2003 0.111111
4439 2065 0.111111
4439 2262 0.111111
4439 2703 0.090909
4439 2740 0.090909
4439 3086 0.083333
4439 3218 0.076923
4439 3245 0.076923
4439 3853 0.055556
4439 3940 0.052632
4439 3962 0.052632
4439 4134 0.045455
4439 4197 0.043478
4439 4362 0.037037
4439 4370 0.037037
4439 4416 0.035714
4439 4443 0.035714
4439 4460 0.034483
4439 4468 0.034483
4439 4626 0.029412
4460 1 0.166667
4460 235 0.166667
4460 256 0.166667
4460 413 0.166667
4460 875 0.142857
4460 1070 0.142857
4460 1499 0.142857
4460 1511 0.125000
4460 1752 0.125000
4460 1968 0.125000
4460 2003 0.111111
4460 2049 0.111111
4460 2065 0.111111
4460 2703 0.090909
4460 2740 0.090909
4460 3086 0.083333
4460 3218 0.076923
4460 3245 0.076923
4460 3853 0.055556
4460 3940 0.052632
4460 3962 0.052632
4460 4197 0.043478
4460 4233 0.041667
4460 4362 0.037037
4460 4370 0.037037
4460 4416 0.035714
4460 4439 0.035714
4460 4468 0.034483
4460 4626 0.029412
4468 1 0.166667
4468 176 0.166667
4468 235 0.166667
4468 256 0.166667
4468 875 0.142857
4468 1139 0.142857
4468 1511 0.125000
4468 1752 0.125000
4468 1968 0.125000
4468 2003 0.111111
4468 2049 0.111111
4468 2703 0.090909
4468 2740 0.090909
4468 3086 0.083333
4468 3218 0.076923
4468 3585 0.062500
4468 3853 0.055556
4468 3940 0.052632
4468 3962 0.052632
4468 4134 0.045455
4468 4197 0.043478
4468 4233 0.041667
4468 4362 0.037037
4468 4370 0.037037
4468 4416 0.035714
4468 4439 0.035714
4468 4443 0.035714
4468 4460 0.034483
4468 4626 0.029412
4626 1 0.166667
4626 176 0.166667
4626 235 0.166667
4626 256 0.166667
4626 413 0.166667
4626 875 0.142857
4626 1070 0.142857
4626 1139 0.142857
4626 1290 0.142857
4626 1499 0.142857
4626 1511 0.125000
4626 1752 0.125000
4626 1968 0.125000
4626 2003 0.111111
4626 2049 0.111111
4626 2065 0.111111
4626 2703 0.090909
4626 2740 0.090909
4626 3086 0.083333
4626 3218 0.076923
4626 3245 0.076923
4626 3585 0.062500
4626 3853 0.055556
4626 3940 0.052632
4626 3962 0.052632
4626 4134 0.045455
4626 4197 0.043478
4626 4362 0.037037
4626 4370 0.037037
4626 4416 0.035714
4626 4439 0.035714
4626 4443 0.035714
4626 4460 0.034483
4626 4468 0.034483
2 1738 0.125000
2 1962 0.125000
2 2414 0.100000
2 2958 0.083333
2 3715 0.058824
2 3960 0.052632
1738 2 0.166667
1738 2654 0.100000
1738 2958 0.083333
1738 3129 0.076923
1738 3715 0.058824
1738 3872 0.055556
1738 3960 0.052632
1738 4032 0.050000
1962 2 0.166667
1962 1027 0.142857
1962 1391 0.142857
1962 2414 0.100000
1962 2654 0.100000
1962 3129 0.076923
1962 3715 0.058824
1962 3960 0.052632
2414 2 0.166667
2414 1027 0.142857
2414 1820 0.125000
2414 1962 0.125000
2414 2654 0.100000
2414 2958 0.083333
2414 3384 0.071429
2414 3715 0.058824
2414 3960 0.052632
2414 4232 0.043478
2958 2 0.166667
2958 159 0.166667
2958 202 0.166667
2958 267 0.166667
2958 1027 0.142857
2958 1738 0.125000
2958 1820 0.125000
2958 2414 0.100000
2958 2654 0.100000
2958 3129 0.076923
2958 3715 0.058824
2958 3960 0.052632
3715 2 0.166667
3715 159 0.166667
3715 202 0.166667
3715 1124 0.142857
3715 1391 0.142857
3715 1532 0.125000
3715 1738 0.125000
3715 1820 0.125000
3715 1962 0.125000
3715 2414 0.100000
3715 2654 0.100000
3715 2958 0.083333
3715 3129 0.076923
3715 3872 0.055556
3715 3960 0.052632
3715 4232 0.043478
3715 4347 0.038462
3960 2 0.166667
