5001 71892
1 299 0.166667
1 651 0.166667
1 1504 0.125000
1 2110 0.111111
1 2807 0.090909
1 2897 0.090909
299 1 0.166667
299 651 0.166667
299 972 0.142857
299 1504 0.125000
299 2807 0.090909
299 2897 0.090909
651 1 0.166667
651 299 0.166667
651 972 0.142857
651 1504 0.125000
651 2807 0.090909
651 2897 0.090909
1504 1 0.166667
1504 299 0.166667
1504 651 0.166667
1504 775 0.166667
1504 888 0.142857
1504 2110 0.111111
1504 2807 0.090909
1504 2897 0.090909
2110 1 0.166667
2110 775 0.166667
2110 1461 0.142857
2110 1504 0.125000
2110 4512 0.033333
2110 4631 0.028571
2110 4641 0.028571
2110 4685 0.027027
2110 4709 0.026316
2807 1 0.166667
2807 299 0.166667
2807 319 0.166667
2807 651 0.166667
2807 687 0.166667
2807 888 0.142857
2807 1305 0.142857
2807 1504 0.125000
2807 2897 0.090909
2807 3175 0.076923
2807 4192 0.043478
2897 1 0.166667
2897 299 0.166667
2897 319 0.166667
2897 651 0.166667
2897 687 0.166667
2897 804 0.166667
2897 888 0.142857
2897 1504 0.125000
2897 2496 0.100000
2897 2600 0.100000
2897 2807 0.090909
2 284 0.166667
2 519 0.166667
2 589 0.166667
2 934 0.142857
2 1705 0.125000
2 4405 0.035714
284 2 0.166667
284 519 0.166667
284 589 0.166667
284 934 0.142857
284 1705 0.125000
284 4405 0.035714
519 2 0.166667
519 284 0.166667
519 589 0.166667
519 934 0.142857
519 1705 0.125000
519 3518 0.066667
589 2 0.166667
589 284 0.166667
589 519 0.166667
589 934 0.142857
589 1705 0.125000
589 4405 0.035714
934 2 0.166667
934 284 0.166667
934 519 0.166667
934 589 0.166667
934 1705 0.125000
934 3518 0.066667
934 4405 0.035714
1705 2 0.166667
1705 284 0.166667
1705 519 0.166667
1705 589 0.166667
1705 934 0.142857
1705 1787 0.125000
1705 3518 0.066667
1705 4405 0.035714
4405 2 0.166667
4405 284 0.166667
4405 589 0.166667
4405 934 0.142857
4405 1705 0.125000
4405 3033 0.083333
4405 4107 0.047619
4405 4273 0.040000
4405 4303 0.040000
4405 4452 0.034483
4405 4453 0.034483
4405 4482 0.033333
4405 4490 0.033333
4405 4610 0.029412
4405 4620 0.029412
4405 4659 0.027778
4405 4680 0.027027
4405 4693 0.027027
4405 4730 0.025641
4405 4801 0.023256
4405 4807 0.023256
4405 4826 0.022727
4405 4907 0.020000
4405 4927 0.019231
4405 4931 0.018868
4405 4946 0.018519
4405 4973 0.017241
4405 4979 0.017241
3 294 0.166667
3 1597 0.125000
3 3959 0.052632
3 4072 0.047619
3 4123 0.047619
3 4243 0.041667
294 3 0.166667
294 547 0.166667
294 3152 0.076923
294 3959 0.052632
294 4072 0.047619
