5001 71305
1	2335
1	3061
1	3073
1	3119
1	3546
1	3677
2	3200
2	3310
2	3384
2	3405
2	3595
2	3628
3	1251
3	3156
3	3615
3	3625
3	3751
3	3880
4	2509
4	2742
4	3011
4	3517
4	3577
4	3784
5	4734
5	4840
5	4924
5	4933
5	4986
5	4989
6	1574
6	1949
6	2176
6	2934
6	3109
6	4492
7	4739
7	4755
7	4925
7	4929
7	4931
7	4932
8	4300
8	4576
8	4677
8	4738
8	4922
8	4971
9	3907
9	3913
9	3948
9	4211
9	4276
9	4976
10	708
10	1316
10	1358
10	1721
10	2592
10	4999
11	2174
11	2829
11	3927
11	4007
11	4177
11	4214
12	53
12	1116
12	1252
12	2353
12	3000
12	4153
13	506
13	1005
13	1357
13	1425
13	1965
13	2481
14	1051
14	2144
14	3068
14	3450
14	3783
14	4996
15	4705
15	4838
15	4925
15	4929
15	4931
15	4932
16	1910
16	2019
16	3000
16	3447
16	3598
16	4153
17	2847
17	4445
17	4520
17	4533
17	4585
17	4656
18	4646
18	4805
18	4875
18	4888
18	4935
18	4946
19	3917
19	4760
19	4787
19	4848
19	4911
19	4978
20	3422
20	3762
20	4081
20	4455
20	4488
20	4713
21	4252
21	4481
21	4518
21	4772
21	4777
21	4784
22	4895
22	4915
22	4936
22	4937
22	4972
22	4985
23	1745
23	2750
23	4499
23	4519
23	4599
23	4695
24	4700
24	4743
24	4800
24	4965
24	4966
24	4969
25	1122
25	1594
25	2009
25	2021
25	2114
25	2621
26	766
26	809
26	2620
26	4058
26	4113
26	4265
27	2946
27	3322
27	3330
27	3505
27	3637
27	3732
28	231
28	1789
28	2681
28	3487
28	3508
28	3805
29	4631
29	4706
29	4877
29	4880
29	4961
29	4977
30	233
30	504
30	2038
30	2977
30	3009
30	3150
31	3937
31	4859
31	4920
31	4941
31	4962
31	4995
32	1245
32	2781
32	3051
32	3601
32	4043
32	4063
33	399
33	4293
33	4748
33	4930
33	4948
33	4997
34	1153
34	1417
34	1522
34	2109
34	2230
34	2854
35	1094
35	1535
35	2349
35	2395
35	2520
35	3195
36	1954
36	1973
36	1984
36	2424
36	2446
36	2789
37	4622
37	4814
37	4872
37	4899
37	4903
37	4910
38	2379
38	2525
38	2877
38	3475
38	3779
38	3970
39	3277
39	3685
39	3810
39	4098
39	4510
39	4978
40	4842
40	4927
40	4950
40	4956
40	4974
40	4981
41	401
41	4358
41	4484
41	4816
41	4916
41	4923
42	1933
42	3259
42	3606
42	4282
42	4426
42	4598
43	4148
43	4371
43	4429
43	4768
43	4898
43	4984
44	3889
44	4445
44	4505
44	4520
44	4533
44	4656
45	2374
45	2803
45	2840
45	2853
45	4107
45	4158
46	1242
46	3473
46	4138
46	4315
46	4729
46	4809
47	376
47	423
47	1219
47	2222
47	3338
47	3542
48	3072
48	4383
48	4445
48	4533
48	4585
48	4656
49	948
49	3263
49	3491
49	3904
49	4015
49	4078
50	1873
50	2686
50	3803
50	3987
50	4316
50	4440
51	2728
51	3073
51	3077
51	3119
51	3546
51	3677
52	172
52	988
52	1601
52	1687
52	1797
52	2106
53	12
53	1915
53	3313
53	3598
53	3851
53	4153
54	469
54	2057
54	2535
54	2804
54	3185
54	3728
55	2845
55	3018
55	3722
55	4006
55	4289
55	4973
56	4577
56	4662
56	4796
56	4808
56	4810
56	4964
57	1499
57	2768
57	2902
57	2934
57	3109
57	4492
58	4641
58	4735
58	4963
58	4979
58	4993
58	4994
59	3860
59	4221
59	4475
59	4523
59	4618
59	4819
60	1381
60	2222
60	2546
60	3197
60	3338
60	3542
61	4852
61	4943
61	4957
61	4967
61	4970
61	4984
62	555
62	587
62	855
62	1172
62	1542
62	1550
63	934
63	3936
63	4301
63	4314
63	4428
63	4692
64	3275
64	3419
64	3672
64	3770
64	3942
64	4099
65	2659
65	4343
65	4577
65	4796
65	4917
65	4964
66	4261
66	4327
66	4471
66	4539
