5001 71880
1 4050 0.050000
1 4683 0.027027
1 4804 0.023256
1 4864 0.021277
1 4976 0.017241
1 4991 0.016949
4050 1 0.166667
4050 272 0.166667
4050 345 0.166667
4050 1622 0.125000
4050 3000 0.083333
4050 3921 0.052632
4050 4267 0.041667
4050 4300 0.040000
4050 4360 0.037037
4050 4369 0.037037
4050 4375 0.037037
4050 4571 0.031250
4050 4626 0.029412
4050 4683 0.027027
4050 4726 0.025641
4050 4804 0.023256
4050 4904 0.020000
4050 4937 0.018868
4050 4976 0.017241
4050 4991 0.016949
4683 1 0.166667
4683 13 0.166667
4683 895 0.142857
4683 1765 0.125000
4683 2177 0.111111
4683 2287 0.111111
4683 2346 0.100000
4683 2374 0.100000
4683 2480 0.100000
4683 2603 0.100000
4683 2814 0.090909
4683 3314 0.071429
4683 3399 0.071429
4683 3582 0.062500
4683 3869 0.055556
4683 3880 0.055556
4683 3959 0.052632
4683 4050 0.050000
4683 4053 0.050000
4683 4066 0.047619
4683 4300 0.040000
4683 4360 0.037037
4683 4369 0.037037
4683 4375 0.037037
4683 4483 0.033333
4683 4521 0.032258
4683 4571 0.031250
4683 4626 0.029412
4683 4688 0.027027
4683 4726 0.025641
4683 4804 0.023256
4683 4864 0.021277
4683 4904 0.020000
4683 4911 0.020000
4683 4937 0.018868
4683 4976 0.017241
4683 4991 0.016949
4804 1 0.166667
4804 306 0.166667
4804 636 0.166667
4804 1180 0.142857
4804 1636 0.125000
4804 1706 0.125000
4804 1846 0.125000
4804 1902 0.125000
4804 2024 0.111111
4804 2287 0.111111
4804 2359 0.100000
4804 2374 0.100000
4804 2603 0.100000
4804 2814 0.090909
4804 2899 0.090909
4804 3234 0.076923
4804 3323 0.071429
4804 3436 0.071429
4804 3505 0.066667
4804 3528 0.066667
4804 3582 0.062500
4804 3869 0.055556
4804 3880 0.055556
4804 3921 0.052632
4804 3959 0.052632
4804 4050 0.050000
4804 4053 0.050000
4804 4066 0.047619
4804 4267 0.041667
4804 4300 0.040000
4804 4360 0.037037
4804 4369 0.037037
4804 4521 0.032258
4804 4571 0.031250
4804 4626 0.029412
4804 4683 0.027027
4804 4688 0.027027
4804 4726 0.025641
4804 4904 0.020000
4804 4911 0.020000
4804 4937 0.018868
4804 4976 0.017241
4804 4991 0.016949
4864 1 0.166667
4864 13 0.166667
4864 168 0.166667
4864 345 0.166667
4864 636 0.166667
4864 708 0.166667
4864 895 0.142857
4864 977 0.142857
4864 1095 0.142857
4864 1180 0.142857
4864 1636 0.125000
4864 1765 0.125000
4864 1815 0.125000
4864 2024 0.111111
4864 2177 0.111111
4864 2287 0.111111
4864 2346 0.100000
4864 2359 0.100000
4864 2374 0.100000
4864 2487 0.100000
4864 2565 0.100000
4864 2814 0.090909
4864 3000 0.083333
4864 3234 0.076923
4864 3314 0.071429
4864 3323 0.071429
4864 3399 0.071429
4864 3436 0.071429
4864 3505 0.066667
4864 3921 0.052632
4864 4053 0.050000
4864 4066 0.047619
4864 4267 0.041667
4864 4300 0.040000
4864 4360 0.037037
4864 4375 0.037037
4864 4521 0.032258
4864 4571 0.031250
4864 4626 0.029412
4864 4683 0.027027
4864 4688 0.027027
4864 4726 0.025641
4864 4904 0.020000
4864 4911 0.020000
4864 4937 0.018868
4864 4976 0.017241
4864 4991 0.016949
4976 1 0.166667
4976 13 0.166667
4976 168 0.166667
4976 246 0.166667
4976 306 0.166667
4976 345 0.166667
4976 365 0.166667
4976 636 0.166667
4976 895 0.142857
4976 977 0.142857
4976 1180 0.142857
4976 1540 0.125000
4976 1606 0.125000
4976 1622 0.125000
4976 1706 0.125000
4976 1815 0.125000
4976 1846 0.125000
4976 1902 0.125000
4976 2024 0.111111
4976 2117 0.111111
4976 2177 0.111111
4976 2346 0.100000
4976 2359 0.100000
4976 2374 0.100000
4976 2480 0.100000
4976 2565 0.100000
4976 2814 0.090909
4976 2899 0.090909
4976 3000 0.083333
4976 3234 0.076923
4976 3314 0.071429
4976 3399 0.071429
4976 3436 0.071429
4976 3505 0.066667
4976 3528 0.066667
4976 3582 0.062500
4976 3869 0.055556
4976 3880 0.055556
4976 3921 0.052632
4976 4050 0.050000
4976 4066 0.047619
4976 4267 0.041667
4976 4300 0.040000
4976 4360 0.037037
4976 4369 0.037037
4976 4375 0.037037
4976 4521 0.032258
4976 4571 0.031250
4976 4626 0.029412
4976 4683 0.027027
4976 4688 0.027027
4976 4726 0.025641
4976 4804 0.023256
4976 4864 0.021277
4976 4904 0.020000
4976 4911 0.020000
4976 4937 0.018868
4976 4991 0.016949
4991 1 0.166667
4991 13 0.166667
4991 246 0.166667
4991 306 0.166667
4991 345 0.166667
4991 365 0.166667
4991 895 0.142857
4991 977 0.142857
4991 1095 0.142857
4991 1180 0.142857
4991 1540 0.125000
4991 1622 0.125000
4991 1636 0.125000
4991 1706 0.125000
4991 1765 0.125000
4991 1815 0.125000
4991 1846 0.125000
4991 1902 0.125000
4991 1952 0.125000
4991 2117 0.111111
4991 2287 0.111111
4991 2346 0.100000
4991 2359 0.100000
4991 2487 0.100000
4991 2565 0.100000
4991 2603 0.100000
4991 2814 0.090909
4991 3000 0.083333
4991 3234 0.076923
4991 3314 0.071429
4991 3323 0.071429
4991 3399 0.071429
4991 3436 0.071429
4991 3505 0.066667
4991 3528 0.066667
4991 3582 0.062500
4991 3869 0.055556
4991 3880 0.055556
4991 3959 0.052632
4991 4050 0.050000
4991 4053 0.050000
4991 4066 0.047619
4991 4267 0.041667
4991 4300 0.040000
4991 4360 0.037037
4991 4369 0.037037
4991 4375 0.037037
4991 4521 0.032258
4991 4571 0.031250
4991 4626 0.029412
4991 4672 0.027027
4991 4683 0.027027
4991 4688 0.027027
4991 4726 0.025641
4991 4804 0.023256
4991 4864 0.021277
4991 4911 0.020000
4991 4937 0.018868
4991 4976 0.017241
2 777 0.166667
2 1468 0.142857
2 2554 0.100000
2 3408 0.071429
2 3800 0.058824
2 3903 0.052632
777 2 0.166667
777 513 0.166667
777 1869 0.125000
777 2683 0.090909
777 3800 0.058824
777 3903 0.052632
1468 2 0.166667
1468 1270 0.142857
1468 1869 0.125000
1468 2554 0.100000
1468 2683 0.090909
1468 3673 0.062500
1468 3800 0.058824
2554 2 0.166667
2554 1468 0.142857
2554 2182 0.111111
2554 2451 0.100000
2554 2697 0.090909
2554 2775 0.090909
2554 3408 0.071429
2554 3673 0.062500
2554 3800 0.058824
2554 3903 0.052632
3408 2 0.166667
3408 513 0.166667
3408 1454 0.142857
3408 2554 0.100000
3408 2631 0.100000
3408 2775 0.090909
3408 3673 0.062500
3408 3800 0.058824
3408 3903 0.052632
3408 4324 0.038462
3408 4409 0.035714
3408 4529 0.032258
3408 4584 0.030303
3408 4603 0.030303
3800 2 0.166667
3800 125 0.166667
3800 777 0.166667
3800 792 0.166667
3800 1270 0.142857
3800 1366 0.142857
3800 1468 0.142857
3800 2095 0.111111
3800 2182 0.111111
3800 2451 0.100000
3800 2554 0.100000
3800 2683 0.090909
3800 2697 0.090909
3800 2775 0.090909
3800 3408 0.071429
3800 3673 0.062500
3800 3903 0.052632
3903 2 0.166667
3903 125 0.166667
3903 513 0.166667
3903 777 0.166667
3903 792 0.166667
3903 821 0.200000
3903 1270 0.142857
3903 1366 0.142857
3903 1869 0.125000
3903 2095 0.111111
3903 2182 0.111111
3903 2451 0.100000
3903 2554 0.100000
3903 2683 0.090909
3903 2697 0.090909
3903 2775 0.090909
3903 3408 0.071429
3903 3673 0.062500
3903 3800 0.058824
3 925 0.142857
3 1464 0.142857
3 3718 0.058824
3 3741 0.058824
3 3980 0.052632
3 4478 0.034483
925 3 0.166667
925 293 0.166667
925 1490 0.142857
925 1907 0.125000
925 2532 0.100000
925 3741 0.058824
925 3980 0.052632
1464 3 0.166667
1464 149 0.166667
1464 912 0.142857
1464 2150 0.111111
1464 3070 0.083333
1464 4025 0.050000
1464 4478 0.034483
3718 3 0.166667
3718 149 0.166667
3718 253 0.166667
3718 403 0.166667
3718 617 0.166667
3718 912 0.142857
3718 1613 0.125000
3718 1907 0.125000
