5001 35892
1 2836 0.090909
1 4210 0.043478
1 4482 0.033333
1 4573 0.031250
1 4650 0.027778
1 4742 0.025000
2836 1 0.166667
2836 3423 0.071429
2836 3631 0.062500
2836 4162 0.045455
2836 4428 0.035714
2836 4572 0.031250
2836 4573 0.031250
2836 4650 0.027778
2836 4741 0.025000
2836 4742 0.025000
2836 4772 0.024390
4210 1 0.166667
4210 220 0.166667
4210 796 0.166667
4210 1567 0.125000
4210 1780 0.125000
4210 2077 0.111111
4210 2610 0.100000
4210 2628 0.100000
4210 2672 0.090909
4210 2757 0.090909
4210 3123 0.076923
4210 3423 0.071429
4210 3572 0.066667
4210 3577 0.066667
4210 4077 0.047619
4210 4162 0.045455
4210 4428 0.035714
4210 4482 0.033333
4210 4572 0.031250
4210 4573 0.031250
4210 4741 0.025000
4210 4742 0.025000
4210 4772 0.024390
4482 1 0.166667
4482 110 0.166667
4482 220 0.166667
4482 340 0.166667
4482 496 0.166667
4482 1527 0.125000
4482 1755 0.125000
4482 1780 0.125000
4482 1783 0.125000
4482 1802 0.125000
4482 1815 0.125000
4482 2077 0.111111
4482 2292 0.111111
4482 2757 0.090909
4482 3123 0.076923
4482 3527 0.066667
4482 3572 0.066667
4482 3577 0.066667
4482 3631 0.062500
4482 4077 0.047619
4482 4162 0.045455
4482 4210 0.043478
4482 4428 0.035714
4482 4572 0.031250
4482 4573 0.031250
4482 4650 0.027778
4482 4741 0.025000
4482 4742 0.025000
4482 4772 0.024390
4482 4774 0.024390
4573 1 0.166667
4573 110 0.166667
4573 240 0.166667
4573 328 0.166667
4573 340 0.166667
4573 496 0.166667
4573 1275 0.142857
4573 1527 0.125000
4573 1539 0.125000
4573 1567 0.125000
4573 1755 0.125000
4573 1783 0.125000
4573 2077 0.111111
4573 2672 0.090909
4573 2757 0.090909
4573 2836 0.090909
4573 3123 0.076923
4573 3423 0.071429
4573 3527 0.066667
4573 3572 0.066667
4573 3577 0.066667
4573 4077 0.047619
4573 4162 0.045455
4573 4201 0.043478
4573 4210 0.043478
4573 4428 0.035714
4573 4482 0.033333
4573 4572 0.031250
4573 4650 0.027778
4573 4741 0.025000
4573 4742 0.025000
4573 4772 0.024390
4650 1 0.166667
4650 110 0.166667
4650 240 0.166667
4650 340 0.166667
4650 763 0.166667
4650 796 0.166667
4650 1253 0.142857
4650 1275 0.142857
4650 1287 0.142857
4650 1527 0.125000
4650 1567 0.125000
4650 1755 0.125000
4650 1780 0.125000
4650 1783 0.125000
4650 1802 0.125000
4650 2077 0.111111
4650 2292 0.111111
4650 2610 0.100000
4650 2628 0.100000
4650 2672 0.090909
4650 2757 0.090909
4650 2836 0.090909
4650 3423 0.071429
4650 3527 0.066667
4650 3572 0.066667
4650 3577 0.066667
4650 3631 0.062500
4650 4077 0.047619
4650 4162 0.045455
4650 4428 0.035714
4650 4482 0.033333
4650 4572 0.031250
4650 4573 0.031250
4650 4741 0.025000
4650 4742 0.025000
4650 4772 0.024390
4742 1 0.166667
4742 110 0.166667
4742 220 0.166667
4742 240 0.166667
4742 328 0.166667
4742 340 0.166667
4742 496 0.166667
4742 1121 0.142857
4742 1253 0.142857
4742 1343 0.142857
4742 1527 0.125000
4742 1539 0.125000
4742 1567 0.125000
4742 1780 0.125000
4742 1783 0.125000
4742 1802 0.125000
4742 1815 0.125000
4742 2077 0.111111
4742 2292 0.111111
4742 2610 0.100000
4742 2628 0.100000
4742 2672 0.090909
4742 2757 0.090909
4742 2836 0.090909
4742 3123 0.076923
4742 3423 0.071429
4742 3527 0.066667
4742 3572 0.066667
4742 3577 0.066667
4742 3631 0.062500
4742 4077 0.047619
4742 4162 0.045455
4742 4210 0.043478
4742 4428 0.035714
4742 4482 0.033333
4742 4572 0.031250
4742 4573 0.031250
4742 4650 0.027778
4742 4741 0.025000
4742 4772 0.024390
2 3678 0.062500
2 4141 0.045455
2 4280 0.040000
2 4643 0.028571
2 4738 0.025641
2 4779 0.024390
3678 2 0.166667
3678 1019 0.142857
3678 1764 0.125000
3678 2279 0.111111
3678 2452 0.100000
3678 2995 0.083333
3678 3361 0.071429
3678 3992 0.050000
3678 4280 0.040000
3678 4643 0.028571
3678 4728 0.025641
3678 4735 0.025641
3678 4738 0.025641
3678 4760 0.024390
3678 4779 0.024390
3678 4914 0.019608
4141 2 0.166667
4141 72 0.166667
4141 484 0.166667
4141 1124 0.142857
4141 1219 0.142857
4141 1481 0.142857
4141 2421 0.100000
4141 2581 0.100000
4141 2719 0.090909
4141 2949 0.083333
4141 2995 0.083333
4141 3170 0.076923
4141 3354 0.071429
4141 3361 0.071429
4141 3371 0.071429
4141 3979 0.052632
4141 4447 0.034483
4141 4625 0.029412
4141 4735 0.025641
4141 4779 0.024390
4141 4881 0.020833
4141 4914 0.019608
4280 2 0.166667
4280 785 0.166667
4280 918 0.142857
4280 1187 0.142857
4280 2537 0.100000
4280 2581 0.100000
4280 2719 0.090909
4280 2926 0.083333
4280 2939 0.083333
4280 3048 0.083333
4280 3170 0.076923
4280 3361 0.071429
4280 3524 0.066667
4280 3678 0.062500
4280 3725 0.058824
4280 3785 0.058824
4280 3979 0.052632
4280 4251 0.041667
4280 4625 0.029412
4280 4643 0.028571
4280 4728 0.025641
4280 4735 0.025641
4280 4738 0.025641
4280 4760 0.024390
4280 4881 0.020833
4643 2 0.166667
4643 60 0.166667
4643 444 0.166667
4643 558 0.166667
4643 659 0.166667
4643 866 0.142857
4643 918 0.142857
4643 1124 0.142857
4643 1211 0.142857
4643 1219 0.142857
4643 1481 0.142857
4643 1775 0.125000
4643 2129 0.111111
4643 2279 0.111111
4643 2398 0.100000
4643 2476 0.100000
4643 2719 0.090909
4643 2926 0.083333
4643 2939 0.083333
4643 3048 0.083333
4643 3354 0.071429
4643 3361 0.071429
4643 3524 0.066667
4643 3678 0.062500
4643 3712 0.058824
4643 3992 0.050000
4643 4251 0.041667
4643 4280 0.040000
4643 4447 0.034483
4643 4552 0.031250
4643 4735 0.025641
4643 4738 0.025641
4643 4779 0.024390
4643 4881 0.020833
4643 4914 0.019608
4738 2 0.166667
4738 31 0.166667
4738 143 0.166667
4738 314 0.166667
4738 319 0.166667
4738 476 0.166667
4738 1124 0.142857
4738 1211 0.142857
4738 1219 0.142857
4738 1437 0.142857
4738 1764 0.125000
4738 1775 0.125000
4738 2452 0.100000
4738 2476 0.100000
4738 2712 0.090909
4738 2826 0.090909
4738 2926 0.083333
4738 2940 0.083333
4738 3048 0.083333
4738 3089 0.083333
4738 3170 0.076923
4738 3371 0.071429
4738 3678 0.062500
4738 3712 0.058824
4738 3725 0.058824
4738 3785 0.058824
4738 3979 0.052632
4738 3992 0.050000
4738 4042 0.050000
4738 4251 0.041667
4738 4280 0.040000
4738 4447 0.034483
4738 4625 0.029412
4738 4643 0.028571
4738 4728 0.025641
4738 4735 0.025641
4738 4760 0.024390
4738 4881 0.020833
4738 4914 0.019608
4779 2 0.166667
4779 47 0.166667
4779 60 0.166667
4779 314 0.166667
4779 319 0.166667
4779 484 0.166667
4779 659 0.166667
4779 1019 0.142857
4779 1124 0.142857
4779 1187 0.142857
4779 1208 0.142857
4779 1223 0.142857
4779 1690 0.125000
4779 2129 0.111111
4779 2279 0.111111
4779 2398 0.100000
4779 2421 0.100000
4779 2712 0.090909
4779 2940 0.083333
4779 2995 0.083333
4779 3354 0.071429
4779 3361 0.071429
4779 3371 0.071429
4779 3521 0.066667
4779 3524 0.066667
4779 3678 0.062500
4779 3712 0.058824
4779 3725 0.058824
4779 3785 0.058824
4779 3979 0.052632
4779 3992 0.050000
4779 4141 0.045455
4779 4251 0.041667
4779 4447 0.034483
4779 4625 0.029412
4779 4643 0.028571
4779 4728 0.025641
4779 4735 0.025641
4779 4760 0.024390
4779 4881 0.020833
4779 4914 0.019608
3 631 0.166667
3 1156 0.142857
3 1417 0.142857
3 2114 0.111111
3 2493 0.100000
3 2756 0.090909
631 3 0.166667
631 810 0.166667
631 1094 0.142857
631 2114 0.111111
631 2493 0.100000
631 2756 0.090909
1156 3 0.166667
1156 1094 0.142857
1156 1265 0.142857
1156 1417 0.142857
1156 2114 0.111111
1156 2493 0.100000
1156 2756 0.090909
1417 3 0.166667
1417 95 0.166667
1417 1156 0.142857
1417 1265 0.142857
1417 2114 0.111111
1417 2493 0.100000
1417 2756 0.090909
2114 3 0.166667
2114 631 0.166667
2114 810 0.166667
2114 1094 0.142857
2114 1156 0.142857
2114 1265 0.142857
2114 1417 0.142857
2114 2493 0.100000
2114 2756 0.090909
2493 3 0.166667
2493 631 0.166667
2493 810 0.166667
2493 1094 0.142857
2493 1156 0.142857
2493 1265 0.142857
2493 1382 0.142857
2493 1417 0.142857
2493 2114 0.111111
2493 2756 0.090909
2756 3 0.166667
2756 631 0.166667
2756 810 0.166667
2756 1094 0.142857
2756 1156 0.142857
2756 1265 0.142857
2756 1382 0.142857
2756 1417 0.142857
2756 2114 0.111111
2756 2493 0.100000
2756 4822 0.022727
4 3103 0.083333
4 4122 0.047619
4 4663 0.027778
4 4774 0.024390
4 4782 0.023810
4 4787 0.023810
3103 4 0.166667
3103 1664 0.125000
3103 3010 0.083333
3103 3327 0.071429
3103 3443 0.071429
3103 4102 0.047619
3103 4278 0.040000
3103 4442 0.035714
3103 4519 0.032258
3103 4663 0.027778
3103 4782 0.023810
3103 4787 0.023810
4122 4 0.166667
4122 699 0.166667
4122 900 0.142857
4122 1977 0.111111
4122 2667 0.100000
4122 2767 0.090909
4122 3000 0.083333
4122 3010 0.083333
4122 3327 0.071429
4122 3393 0.071429
4122 3939 0.052632
4122 4080 0.047619
4122 4102 0.047619
4122 4132 0.045455
4122 4282 0.040000
4122 4442 0.035714
4122 4519 0.032258
4122 4663 0.027778
4122 4774 0.024390
4122 4782 0.023810
4122 4787 0.023810
4663 4 0.166667
4663 15 0.166667
4663 441 0.166667
4663 833 0.166667
4663 900 0.142857
4663 1033 0.142857
4663 1318 0.142857
4663 1433 0.142857
4663 1569 0.125000
4663 1664 0.125000
4663 1977 0.111111
4663 2052 0.111111
4663 2136 0.111111
4663 2667 0.100000
4663 2767 0.090909
4663 2929 0.083333
4663 3010 0.083333
4663 3072 0.083333
4663 3088 0.083333
4663 3103 0.083333
4663 3327 0.071429
4663 3384 0.071429
4663 3443 0.071429
4663 3462 0.066667
4663 3939 0.052632
4663 4080 0.047619
4663 4082 0.047619
4663 4122 0.047619
4663 4132 0.045455
4663 4278 0.040000
4663 4282 0.040000
4663 4442 0.035714
4663 4519 0.032258
4663 4774 0.024390
4663 4782 0.023810
4663 4787 0.023810
4774 4 0.166667
4774 15 0.166667
4774 441 0.166667
4774 699 0.166667
4774 833 0.166667
4774 900 0.142857
4774 1033 0.142857
4774 1080 0.142857
4774 1318 0.142857
4774 1569 0.125000
4774 1664 0.125000
4774 1977 0.111111
4774 2052 0.111111
4774 2136 0.111111
4774 2352 0.100000
4774 2667 0.100000
4774 2767 0.090909
4774 2929 0.083333
4774 3000 0.083333
4774 3010 0.083333
4774 3072 0.083333
4774 3088 0.083333
4774 3327 0.071429
4774 3384 0.071429
4774 3393 0.071429
4774 3443 0.071429
4774 3872 0.055556
4774 3939 0.052632
4774 4080 0.047619
4774 4082 0.047619
4774 4102 0.047619
4774 4122 0.047619
4774 4132 0.045455
4774 4278 0.040000
4774 4282 0.040000
4774 4442 0.035714
4774 4482 0.033333
4774 4519 0.032258
4774 4663 0.027778
4774 4782 0.023810
4774 4787 0.023810
4782 4 0.166667
4782 15 0.166667
4782 441 0.166667
4782 699 0.166667
4782 833 0.166667
4782 900 0.142857
4782 1033 0.142857
4782 1080 0.142857
4782 1318 0.142857
4782 1569 0.125000
4782 1664 0.125000
4782 1977 0.111111
4782 2052 0.111111
4782 2136 0.111111
4782 2352 0.100000
4782 2667 0.100000
4782 2767 0.090909
4782 2929 0.083333
4782 3000 0.083333
4782 3010 0.083333
4782 3072 0.083333
4782 3075 0.083333
4782 3088 0.083333
4782 3103 0.083333
4782 3327 0.071429
4782 3384 0.071429
4782 3393 0.071429
4782 3443 0.071429
4782 3462 0.066667
4782 3939 0.052632
4782 4080 0.047619
4782 4082 0.047619
4782 4102 0.047619
4782 4122 0.047619
4782 4132 0.045455
4782 4278 0.040000
4782 4282 0.040000
4782 4442 0.035714
4782 4519 0.032258
4782 4663 0.027778
4782 4774 0.024390
4782 4787 0.023810
4787 4 0.166667
4787 15 0.166667
4787 699 0.166667
4787 833 0.166667
4787 900 0.142857
4787 1033 0.142857
4787 1080 0.142857
4787 1318 0.142857
4787 1569 0.125000
4787 1664 0.125000
4787 1977 0.111111
4787 2052 0.111111
4787 2136 0.111111
4787 2309 0.111111
4787 2352 0.100000
4787 2667 0.100000
4787 2767 0.090909
4787 2929 0.083333
4787 3000 0.083333
4787 3010 0.083333
4787 3072 0.083333
4787 3088 0.083333
4787 3103 0.083333
4787 3327 0.071429
4787 3384 0.071429
4787 3393 0.071429
4787 3443 0.071429
4787 3462 0.066667
4787 3939 0.052632
4787 4080 0.047619
4787 4082 0.047619
4787 4102 0.047619
4787 4122 0.047619
4787 4132 0.045455
4787 4278 0.040000
4787 4282 0.040000
4787 4442 0.035714
4787 4519 0.032258
4787 4663 0.027778
4787 4771 0.024390
4787 4774 0.024390
4787 4782 0.023810
5 41 0.166667
5 777 0.166667
5 1300 0.142857
5 1408 0.142857
5 1860 0.125000
5 2079 0.111111
41 5 0.166667
41 349 0.166667
41 777 0.166667
41 1300 0.142857
41 1860 0.125000
41 2079 0.111111
777 5 0.166667
777 41 0.166667
777 349 0.166667
777 1408 0.142857
777 1860 0.125000
777 2079 0.111111
1300 5 0.166667
1300 41 0.166667
1300 349 0.166667
1300 576 0.200000
1300 1860 0.125000
1300 2079 0.111111
1300 3857 0.055556
1408 5 0.166667
1408 349 0.166667
1408 576 0.200000
1408 777 0.166667
1408 1860 0.125000
1408 2079 0.111111
1408 3857 0.055556
1860 5 0.166667
1860 41 0.166667
1860 349 0.166667
1860 576 0.200000
1860 777 0.166667
1860 1300 0.142857
1860 1408 0.142857
1860 2079 0.111111
2079 5 0.166667
2079 41 0.166667
2079 349 0.166667
2079 576 0.200000
2079 777 0.166667
2079 1300 0.142857
2079 1408 0.142857
2079 1860 0.125000
2079 3857 0.055556
6 2092 0.111111
6 2785 0.090909
6 4807 0.023256
6 4915 0.019608
