5001 35938
1 3426 0.071429
1 4191 0.043478
1 4379 0.037037
1 4643 0.028571
1 4653 0.027778
1 4660 0.027778
3426 1 0.166667
3426 1755 0.125000
3426 3010 0.083333
3426 3467 0.066667
3426 4191 0.043478
3426 4227 0.043478
3426 4379 0.037037
3426 4408 0.035714
3426 4522 0.032258
3426 4636 0.028571
3426 4638 0.028571
3426 4643 0.028571
3426 4653 0.027778
3426 4660 0.027778
4191 1 0.166667
4191 840 0.166667
4191 2281 0.111111
4191 2595 0.100000
4191 2697 0.090909
4191 2962 0.083333
4191 3010 0.083333
4191 3176 0.076923
4191 3426 0.071429
4191 3467 0.066667
4191 3540 0.066667
4191 3573 0.066667
4191 3893 0.055556
4191 4227 0.043478
4191 4379 0.037037
4191 4408 0.035714
4191 4522 0.032258
4191 4636 0.028571
4191 4638 0.028571
4191 4643 0.028571
4191 4653 0.027778
4191 4660 0.027778
4191 4681 0.027027
4379 1 0.166667
4379 1648 0.125000
4379 1686 0.125000
4379 1755 0.125000
4379 1840 0.125000
4379 1844 0.125000
4379 2595 0.100000
4379 2697 0.090909
4379 2962 0.083333
4379 3010 0.083333
4379 3176 0.076923
4379 3422 0.071429
4379 3426 0.071429
4379 3467 0.066667
4379 3540 0.066667
4379 3573 0.066667
4379 3893 0.055556
4379 4191 0.043478
4379 4227 0.043478
4379 4408 0.035714
4379 4522 0.032258
4379 4636 0.028571
4379 4638 0.028571
4379 4643 0.028571
4379 4653 0.027778
4379 4660 0.027778
4379 4681 0.027027
4643 1 0.166667
4643 259 0.166667
4643 274 0.166667
4643 575 0.166667
4643 817 0.166667
4643 840 0.166667
4643 1494 0.142857
4643 1648 0.125000
4643 1686 0.125000
4643 1755 0.125000
4643 1840 0.125000
4643 1844 0.125000
4643 2281 0.111111
4643 2595 0.100000
4643 2697 0.090909
4643 2962 0.083333
4643 3010 0.083333
4643 3176 0.076923
4643 3422 0.071429
4643 3426 0.071429
4643 3467 0.066667
4643 3540 0.066667
4643 3573 0.066667
4643 3893 0.055556
4643 4138 0.045455
4643 4191 0.043478
4643 4227 0.043478
4643 4379 0.037037
4643 4408 0.035714
4643 4522 0.032258
4643 4636 0.028571
4643 4638 0.028571
4643 4653 0.027778
4643 4660 0.027778
4643 4681 0.027027
4653 1 0.166667
4653 259 0.166667
4653 274 0.166667
4653 575 0.166667
4653 817 0.166667
4653 1494 0.142857
4653 1648 0.125000
4653 1686 0.125000
4653 1840 0.125000
4653 1844 0.125000
4653 2227 0.111111
4653 2281 0.111111
4653 2595 0.100000
4653 2697 0.090909
4653 2962 0.083333
4653 3010 0.083333
4653 3176 0.076923
4653 3422 0.071429
4653 3426 0.071429
4653 3452 0.066667
4653 3467 0.066667
4653 3540 0.066667
4653 3573 0.066667
4653 3893 0.055556
4653 4138 0.045455
4653 4191 0.043478
4653 4227 0.043478
4653 4379 0.037037
4653 4408 0.035714
4653 4522 0.032258
4653 4636 0.028571
4653 4638 0.028571
4653 4643 0.028571
4653 4660 0.027778
4653 4681 0.027027
4653 4880 0.020833
4660 1 0.166667
4660 259 0.166667
4660 274 0.166667
4660 575 0.166667
4660 817 0.166667
4660 840 0.166667
4660 1494 0.142857
4660 1648 0.125000
4660 1686 0.125000
4660 1755 0.125000
4660 1840 0.125000
4660 1844 0.125000
4660 2227 0.111111
4660 2281 0.111111
4660 2595 0.100000
4660 2697 0.090909
4660 2962 0.083333
4660 3010 0.083333
4660 3176 0.076923
4660 3422 0.071429
4660 3426 0.071429
4660 3452 0.066667
4660 3467 0.066667
4660 3540 0.066667
4660 3573 0.066667
4660 3893 0.055556
4660 4191 0.043478
4660 4227 0.043478
4660 4379 0.037037
4660 4408 0.035714
4660 4522 0.032258
4660 4636 0.028571
4660 4638 0.028571
4660 4643 0.028571
4660 4653 0.027778
4660 4681 0.027027
2 299 0.166667
2 1293 0.142857
2 1639 0.125000
2 1655 0.125000
2 1967 0.125000
2 2074 0.111111
299 2 0.166667
299 1293 0.142857
299 1639 0.125000
299 1967 0.125000
299 2074 0.111111
299 2680 0.090909
1293 2 0.166667
1293 299 0.166667
1293 1426 0.142857
1293 1655 0.125000
1293 1967 0.125000
1293 2074 0.111111
1293 2680 0.090909
1639 2 0.166667
1639 171 0.166667
1639 299 0.166667
1639 350 0.166667
1639 1426 0.142857
1639 1655 0.125000
1639 1967 0.125000
1639 2074 0.111111
1655 2 0.166667
1655 171 0.166667
1655 350 0.166667
1655 1293 0.142857
1655 1426 0.142857
1655 1639 0.125000
1655 2074 0.111111
1655 2680 0.090909
1967 2 0.166667
1967 171 0.166667
1967 299 0.166667
1967 350 0.166667
1967 1293 0.142857
1967 1426 0.142857
1967 1639 0.125000
1967 2074 0.111111
2074 2 0.166667
2074 171 0.166667
2074 299 0.166667
2074 350 0.166667
2074 1293 0.142857
2074 1426 0.142857
2074 1639 0.125000
2074 1655 0.125000
2074 1967 0.125000
3 1868 0.125000
3 1958 0.125000
3 4460 0.034483
3 4581 0.030303
3 4629 0.028571
3 4731 0.025641
1868 3 0.166667
