5001 35652
1 2230 0.111111
1 3239 0.076923
1 3758 0.058824
1 3786 0.058824
1 4364 0.037037
1 4982 0.017241
2230 1 0.166667
2230 1090 0.142857
2230 3331 0.071429
2230 3534 0.066667
2230 3758 0.058824
2230 3786 0.058824
2230 4364 0.037037
2230 4839 0.022727
2230 4982 0.017241
3239 1 0.166667
3239 2985 0.083333
3239 4364 0.037037
3239 4833 0.022222
3239 4899 0.020000
3239 4900 0.020000
3239 4916 0.019608
3239 4954 0.018182
3239 4956 0.018182
3239 4977 0.017241
3239 4984 0.017241
3239 4994 0.016667
3239 4997 0.016667
3758 1 0.166667
3758 741 0.166667
3758 1090 0.142857
3758 1760 0.125000
3758 2230 0.111111
3758 2846 0.090909
3758 2985 0.083333
3758 3274 0.076923
3758 3331 0.071429
3758 3398 0.071429
3758 3460 0.066667
3758 3534 0.066667
3758 3740 0.058824
3758 4199 0.043478
3758 4364 0.037037
3758 4839 0.022727
3758 4982 0.017241
3786 1 0.166667
3786 162 0.166667
3786 185 0.166667
3786 481 0.166667
3786 741 0.166667
3786 965 0.142857
3786 1090 0.142857
3786 1737 0.125000
3786 1760 0.125000
3786 2230 0.111111
3786 2985 0.083333
3786 3331 0.071429
3786 3534 0.066667
3786 4199 0.043478
3786 4364 0.037037
3786 4839 0.022727
3786 4982 0.017241
4364 1 0.166667
4364 162 0.166667
4364 185 0.166667
4364 481 0.166667
4364 741 0.166667
4364 965 0.142857
4364 1090 0.142857
4364 1737 0.125000
4364 1760 0.125000
4364 2060 0.111111
4364 2230 0.111111
4364 2863 0.090909
4364 2985 0.083333
4364 3039 0.083333
4364 3239 0.076923
4364 3242 0.076923
4364 3274 0.076923
4364 3331 0.071429
4364 3398 0.071429
4364 3460 0.066667
4364 3534 0.066667
4364 3740 0.058824
4364 3758 0.058824
4364 3786 0.058824
4364 4199 0.043478
4364 4839 0.022727
4364 4982 0.017241
4982 1 0.166667
4982 162 0.166667
4982 481 0.166667
4982 1190 0.142857
4982 1468 0.142857
4982 1760 0.125000
4982 1869 0.125000
4982 2041 0.111111
4982 2230 0.111111
4982 2604 0.100000
4982 2656 0.100000
4982 2686 0.090909
4982 2815 0.090909
4982 2915 0.083333
4982 2985 0.083333
4982 3078 0.083333
4982 3149 0.076923
4982 3331 0.071429
4982 3337 0.071429
4982 3414 0.071429
4982 3437 0.071429
4982 3640 0.062500
4982 3728 0.058824
4982 3758 0.058824
4982 3786 0.058824
4982 3895 0.055556
4982 3988 0.052632
4982 3994 0.050000
4982 4037 0.050000
4982 4088 0.047619
4982 4199 0.043478
4982 4259 0.041667
4982 4268 0.041667
4982 4315 0.038462
4982 4363 0.037037
4982 4364 0.037037
4982 4409 0.035714
4982 4428 0.035714
4982 4480 0.033333
4982 4519 0.032258
4982 4529 0.032258
4982 4586 0.030303
4982 4624 0.029412
4982 4664 0.027778
4982 4716 0.025641
4982 4726 0.025641
4982 4740 0.025641
4982 4753 0.025000
4982 4755 0.025000
4982 4799 0.023256
4982 4811 0.023256
4982 4834 0.022222
4982 4839 0.022727
4982 4859 0.021739
4982 4895 0.020408
4982 4908 0.020000
4982 4971 0.017544
4982 4993 0.016949
2 4046 0.050000
2 4751 0.025000
2 4795 0.023810
2 4856 0.021739
2 4864 0.021277
2 4998 0.016667
4046 2 0.166667
4046 891 0.142857
4046 1614 0.125000
4046 3193 0.076923
4046 3722 0.058824
4046 3794 0.058824
4046 3824 0.055556
4046 4051 0.050000
4046 4081 0.047619
4046 4139 0.045455
4046 4215 0.043478
4046 4281 0.040000
4046 4560 0.031250
4046 4633 0.028571
4046 4703 0.026316
4046 4751 0.025000
4046 4795 0.023810
4046 4856 0.021739
4046 4864 0.021277
4046 4998 0.016667
4751 2 0.166667
4751 62 0.166667
4751 355 0.166667
4751 454 0.166667
4751 891 0.142857
4751 1002 0.142857
4751 1402 0.142857
4751 1614 0.125000
4751 1762 0.125000
4751 1863 0.125000
4751 1901 0.125000
4751 2292 0.111111
4751 2319 0.111111
4751 2338 0.100000
4751 2357 0.100000
4751 2813 0.090909
4751 3193 0.076923
4751 3486 0.066667
4751 3722 0.058824
4751 3781 0.058824
4751 3901 0.052632
4751 4046 0.050000
4751 4056 0.050000
