5001 35914
1 412 0.166667
1 2506 0.100000
1 3382 0.071429
1 3962 0.052632
1 4209 0.043478
1 4459 0.034483
412 1 0.166667
412 1367 0.142857
412 3270 0.076923
412 3624 0.062500
412 3992 0.050000
412 4459 0.034483
2506 1 0.166667
2506 1656 0.125000
2506 2182 0.111111
2506 2502 0.100000
2506 3382 0.071429
2506 3624 0.062500
2506 3889 0.055556
2506 3992 0.050000
2506 4060 0.050000
2506 4209 0.043478
3382 1 0.166667
3382 1646 0.125000
3382 2182 0.111111
3382 2506 0.100000
3382 2921 0.083333
3382 3113 0.076923
3382 3270 0.076923
3382 3392 0.071429
3382 3624 0.062500
3382 3852 0.055556
3382 3879 0.055556
3382 4060 0.050000
3382 4209 0.043478
3382 4459 0.034483
3962 1 0.166667
3962 235 0.166667
3962 626 0.166667
3962 777 0.166667
3962 1061 0.142857
3962 1367 0.142857
3962 1646 0.125000
3962 1656 0.125000
3962 2071 0.111111
3962 2182 0.111111
3962 2502 0.100000
3962 2921 0.083333
3962 3101 0.083333
3962 3113 0.076923
3962 3270 0.076923
3962 3852 0.055556
3962 4060 0.050000
3962 4209 0.043478
3962 4459 0.034483
4209 1 0.166667
4209 266 0.166667
4209 777 0.166667
4209 981 0.142857
4209 1367 0.142857
4209 1646 0.125000
4209 1803 0.125000
4209 2071 0.111111
4209 2506 0.100000
4209 2746 0.090909
4209 2778 0.090909
4209 2921 0.083333
4209 3101 0.083333
4209 3113 0.076923
4209 3382 0.071429
4209 3392 0.071429
4209 3624 0.062500
4209 3852 0.055556
4209 3879 0.055556
4209 3962 0.052632
4209 3992 0.050000
4209 4060 0.050000
4209 4459 0.034483
4459 1 0.166667
4459 266 0.166667
4459 412 0.166667
4459 626 0.166667
4459 777 0.166667
4459 981 0.142857
4459 1061 0.142857
4459 1198 0.142857
4459 1517 0.125000
4459 1646 0.125000
4459 1656 0.125000
4459 2071 0.111111
4459 2182 0.111111
4459 2502 0.100000
4459 2746 0.090909
4459 2778 0.090909
4459 2921 0.083333
4459 3101 0.083333
4459 3113 0.076923
4459 3270 0.076923
4459 3382 0.071429
4459 3392 0.071429
4459 3624 0.062500
4459 3852 0.055556
4459 3879 0.055556
4459 3889 0.055556
4459 3962 0.052632
4459 3992 0.050000
4459 4209 0.043478
2 2022 0.111111
2 2820 0.090909
2 3942 0.052632
2 4159 0.045455
2 4875 0.020833
2 5000 0.016667
2022 2 0.166667
2022 2380 0.100000
2022 2492 0.100000
2022 3418 0.071429
2022 3696 0.062500
2022 4527 0.032258
2022 4875 0.020833
2022 4888 0.020408
2022 5000 0.016667
2820 2 0.166667
2820 982 0.142857
2820 2725 0.090909
2820 3648 0.062500
2820 4297 0.040000
2820 4321 0.038462
2820 4325 0.038462
2820 4521 0.032258
2820 4731 0.025641
2820 4937 0.018868
2820 4977 0.017241
3942 2 0.166667
3942 259 0.166667
3942 1144 0.142857
3942 1317 0.142857
3942 3311 0.071429
3942 3548 0.066667
3942 3938 0.052632
3942 4066 0.047619
3942 4299 0.040000
3942 4446 0.034483
3942 4507 0.033333
3942 4527 0.032258
3942 4721 0.025641
3942 4723 0.025641
3942 4737 0.025641
3942 4851 0.021739
3942 4875 0.020833
3942 4888 0.020408
3942 5000 0.016667
4159 2 0.166667
4159 1273 0.142857
4159 1317 0.142857
4159 1910 0.125000
4159 2224 0.111111
4159 2380 0.100000
4159 3337 0.071429
4159 3418 0.071429
4159 3614 0.062500
4159 3696 0.062500
4159 3915 0.052632
4159 4090 0.047619
4159 4152 0.045455
4159 4189 0.043478
4159 4299 0.040000
4159 4614 0.029412
4159 4721 0.025641
4159 4737 0.025641
4159 4851 0.021739
4159 4884 0.020408
4159 4888 0.020408
4159 5000 0.016667
4875 2 0.166667
4875 12 0.166667
4875 240 0.166667
4875 259 0.166667
4875 675 0.166667
4875 878 0.142857
4875 1126 0.142857
4875 1144 0.142857
4875 1241 0.142857
4875 1317 0.142857
4875 1373 0.142857
4875 2022 0.111111
4875 2102 0.111111
4875 2111 0.111111
4875 2224 0.111111
4875 2393 0.100000
4875 2492 0.100000
4875 2628 0.100000
4875 2682 0.090909
4875 3151 0.076923
4875 3311 0.071429
4875 3337 0.071429
4875 3484 0.066667
4875 3548 0.066667
4875 3696 0.062500
4875 3915 0.052632
4875 3942 0.052632
4875 4044 0.050000
4875 4066 0.047619
4875 4090 0.047619
4875 4152 0.045455
4875 4160 0.045455
4875 4189 0.043478
4875 4200 0.043478
4875 4299 0.040000
4875 4434 0.035714
4875 4446 0.034483
4875 4504 0.033333
4875 4507 0.033333
4875 4527 0.032258
4875 4553 0.031250
4875 4614 0.029412
4875 4721 0.025641
4875 4723 0.025641
4875 4851 0.021739
4875 4884 0.020408
4875 4888 0.020408
4875 5000 0.016667
5000 2 0.166667
5000 12 0.166667
5000 240 0.166667
5000 259 0.166667
5000 739 0.166667
5000 878 0.142857
5000 1038 0.142857
5000 1046 0.142857
5000 1126 0.142857
5000 1273 0.142857
5000 1305 0.142857
5000 1317 0.142857
5000 1373 0.142857
5000 1398 0.142857
5000 1572 0.125000
5000 2022 0.111111
5000 2063 0.111111
5000 2102 0.111111
5000 2224 0.111111
5000 2270 0.111111
5000 2281 0.111111
5000 2380 0.100000
5000 2389 0.100000
5000 2393 0.100000
5000 2628 0.100000
5000 2682 0.090909
5000 2891 0.090909
5000 3151 0.076923
5000 3337 0.071429
5000 3418 0.071429
5000 3484 0.066667
5000 3614 0.062500
5000 3696 0.062500
5000 3775 0.058824
