5001 35933
1 339 0.166667
1 490 0.166667
1 504 0.166667
1 1811 0.125000
1 2074 0.111111
1 2192 0.111111
339 1 0.166667
339 1403 0.142857
339 1749 0.125000
339 1811 0.125000
339 2074 0.111111
339 2192 0.111111
490 1 0.166667
490 682 0.166667
490 1403 0.142857
490 1811 0.125000
490 2074 0.111111
490 2192 0.111111
504 1 0.166667
504 682 0.166667
504 1403 0.142857
504 1749 0.125000
504 2074 0.111111
504 2192 0.111111
1811 1 0.166667
1811 339 0.166667
1811 490 0.166667
1811 682 0.166667
1811 1403 0.142857
1811 1749 0.125000
1811 2074 0.111111
1811 2192 0.111111
2074 1 0.166667
2074 339 0.166667
2074 490 0.166667
2074 504 0.166667
2074 682 0.166667
2074 1403 0.142857
2074 1749 0.125000
2074 1811 0.125000
2074 2192 0.111111
2192 1 0.166667
2192 339 0.166667
2192 490 0.166667
2192 504 0.166667
2192 682 0.166667
2192 1403 0.142857
2192 1749 0.125000
2192 1811 0.125000
2192 2074 0.111111
2 2660 0.100000
2 3044 0.083333
2 4650 0.027778
2 4831 0.022222
2 4917 0.019608
2 4978 0.017241
2660 2 0.166667
2660 382 0.166667
2660 785 0.166667
2660 3661 0.062500
2660 4650 0.027778
2660 4824 0.022727
2660 4887 0.020408
2660 4917 0.019608
2660 4919 0.019608
2660 4978 0.017241
3044 2 0.166667
3044 919 0.142857
3044 2194 0.111111
3044 3619 0.062500
3044 3661 0.062500
3044 3979 0.052632
3044 4569 0.031250
3044 4650 0.027778
3044 4824 0.022727
3044 4917 0.019608
3044 4919 0.019608
3044 4978 0.017241
4650 2 0.166667
4650 166 0.166667
4650 578 0.166667
4650 919 0.142857
4650 1094 0.142857
4650 1531 0.125000
4650 1896 0.125000
4650 2337 0.100000
4650 2489 0.100000
4650 2660 0.100000
4650 2688 0.090909
4650 2763 0.090909
4650 2776 0.090909
4650 2958 0.083333
4650 2998 0.083333
4650 3044 0.083333
4650 3472 0.066667
4650 3551 0.066667
4650 3613 0.062500
4650 3619 0.062500
4650 3741 0.058824
4650 3825 0.055556
4650 3979 0.052632
4650 4054 0.050000
4650 4093 0.047619
4650 4119 0.047619
4650 4164 0.045455
4650 4207 0.043478
4650 4245 0.041667
4650 4569 0.031250
4650 4824 0.022727
4650 4831 0.022222
4650 4887 0.020408
4650 4917 0.019608
4650 4919 0.019608
4650 4978 0.017241
4831 2 0.166667
4831 71 0.166667
4831 785 0.166667
4831 1001 0.142857
4831 1880 0.125000
4831 2071 0.111111
4831 2149 0.111111
4831 2160 0.111111
4831 2170 0.111111
4831 2194 0.111111
4831 2337 0.100000
4831 2489 0.100000
4831 2508 0.100000
4831 2535 0.100000
4831 2559 0.100000
4831 2615 0.100000
4831 2688 0.090909
4831 2763 0.090909
4831 2776 0.090909
4831 2998 0.083333
4831 3465 0.066667
4831 3472 0.066667
4831 3483 0.066667
4831 3508 0.066667
4831 3551 0.066667
4831 3613 0.062500
4831 3619 0.062500
4831 3661 0.062500
4831 3741 0.058824
4831 3825 0.055556
4831 3979 0.052632
4831 3987 0.052632
4831 4054 0.050000
4831 4093 0.047619
4831 4119 0.047619
4831 4164 0.045455
4831 4207 0.043478
4831 4245 0.041667
4831 4569 0.031250
4831 4650 0.027778
4831 4824 0.022727
4831 4887 0.020408
4831 4917 0.019608
4831 4919 0.019608
4831 4978 0.017241
4917 2 0.166667
4917 71 0.166667
4917 166 0.166667
4917 188 0.166667
4917 355 0.166667
4917 578 0.166667
4917 601 0.166667
4917 785 0.166667
4917 1001 0.142857
4917 1094 0.142857
4917 1132 0.142857
4917 1346 0.142857
4917 2052 0.111111
4917 2071 0.111111
4917 2149 0.111111
4917 2194 0.111111
4917 2240 0.111111
4917 2337 0.100000
4917 2429 0.100000
4917 2489 0.100000
4917 2535 0.100000
4917 2586 0.100000
4917 2660 0.100000
4917 2688 0.090909
4917 2942 0.083333
4917 2958 0.083333
4917 3044 0.083333
4917 3465 0.066667
4917 3472 0.066667
4917 3483 0.066667
4917 3508 0.066667
4917 3551 0.066667
4917 3613 0.062500
4917 3661 0.062500
4917 3741 0.058824
4917 3825 0.055556
4917 3979 0.052632
4917 3987 0.052632
4917 4054 0.050000
4917 4093 0.047619
4917 4119 0.047619
4917 4164 0.045455
4917 4207 0.043478
4917 4245 0.041667
4917 4569 0.031250
4917 4650 0.027778
4917 4824 0.022727
4917 4831 0.022222
4917 4887 0.020408
4917 4919 0.019608
4917 4978 0.017241
4978 2 0.166667
4978 71 0.166667
4978 166 0.166667
4978 355 0.166667
4978 578 0.166667
4978 601 0.166667
4978 785 0.166667
4978 1001 0.142857
4978 1132 0.142857
4978 1346 0.142857
4978 1531 0.125000
4978 1880 0.125000
4978 1896 0.125000
4978 2052 0.111111
4978 2071 0.111111
4978 2149 0.111111
4978 2160 0.111111
4978 2194 0.111111
4978 2240 0.111111
4978 2337 0.100000
4978 2429 0.100000
4978 2489 0.100000
4978 2494 0.100000
4978 2508 0.100000
4978 2535 0.100000
4978 2559 0.100000
4978 2615 0.100000
4978 2660 0.100000
4978 2763 0.090909
4978 2768 0.090909
4978 2776 0.090909
4978 2998 0.083333
4978 3044 0.083333
4978 3465 0.066667
4978 3472 0.066667
4978 3483 0.066667
4978 3508 0.066667
4978 3551 0.066667
4978 3613 0.062500
4978 3619 0.062500
4978 3661 0.062500
4978 3741 0.058824
4978 3825 0.055556
4978 3979 0.052632
4978 3987 0.052632
4978 4054 0.050000
4978 4093 0.047619
4978 4119 0.047619
4978 4164 0.045455
4978 4207 0.043478
4978 4245 0.041667
4978 4569 0.031250
4978 4650 0.027778
4978 4824 0.022727
4978 4831 0.022222
4978 4887 0.020408
4978 4917 0.019608
4978 4919 0.019608
3 3667 0.062500
3 4005 0.050000
3 4306 0.038462
3 4394 0.037037
3 4441 0.035714
3 4486 0.033333
3667 3 0.166667
3667 257 0.166667
3667 2641 0.100000
3667 2814 0.090909
3667 2884 0.090909
3667 3698 0.058824
3667 3737 0.058824
3667 3892 0.055556
3667 4005 0.050000
3667 4273 0.040000
3667 4275 0.040000
3667 4305 0.040000
3667 4306 0.038462
3667 4394 0.037037
3667 4441 0.035714
3667 4486 0.033333
4005 3 0.166667
4005 1011 0.142857
4005 1468 0.142857
4005 2741 0.090909
4005 2757 0.090909
4005 2814 0.090909
4005 2940 0.083333
4005 3108 0.083333
4005 3667 0.062500
4005 3698 0.058824
4005 3737 0.058824
4005 3892 0.055556
4005 4273 0.040000
4005 4275 0.040000
4005 4305 0.040000
4005 4306 0.038462
4005 4394 0.037037
4005 4441 0.035714
4005 4486 0.033333
4005 4623 0.029412
4306 3 0.166667
4306 116 0.166667
4306 257 0.166667
4306 1011 0.142857
4306 1055 0.142857
4306 1468 0.142857
4306 2132 0.111111
4306 2292 0.111111
4306 2641 0.100000
4306 2741 0.090909
4306 2757 0.090909
4306 2814 0.090909
4306 2884 0.090909
4306 2940 0.083333
4306 3019 0.083333
4306 3108 0.083333
4306 3667 0.062500
4306 3698 0.058824
4306 3737 0.058824
4306 3892 0.055556
4306 4005 0.050000
4306 4273 0.040000
4306 4275 0.040000
4306 4305 0.040000
4306 4441 0.035714
4306 4486 0.033333
4394 3 0.166667
4394 116 0.166667
4394 257 0.166667
4394 306 0.166667
4394 1055 0.142857
4394 1092 0.142857
4394 1468 0.142857
4394 2132 0.111111
4394 2292 0.111111
4394 2641 0.100000
4394 2741 0.090909
4394 2757 0.090909
4394 2814 0.090909
