5001 71794
1 2335 0.100000
1 3061 0.083333
1 3073 0.083333
1 3119 0.076923
1 3546 0.066667
1 3677 0.062500
2335 1 0.166667
2335 640 0.166667
2335 2008 0.111111
2335 2136 0.111111
2335 2915 0.083333
2335 3061 0.083333
2335 3077 0.083333
2335 3119 0.076923
2335 3546 0.066667
2335 3677 0.062500
3061 1 0.166667
3061 249 0.166667
3061 669 0.166667
3061 2008 0.111111
3061 2136 0.111111
3061 2335 0.100000
3061 2728 0.090909
3061 2915 0.083333
3061 3073 0.083333
3061 3119 0.076923
3061 3546 0.066667
3061 3677 0.062500
3073 1 0.166667
3073 51 0.166667
3073 867 0.142857
3073 2008 0.111111
3073 2136 0.111111
3073 2728 0.090909
3073 2915 0.083333
3073 3061 0.083333
3073 3077 0.083333
3073 3119 0.076923
3073 3546 0.066667
3073 3677 0.062500
3119 1 0.166667
3119 51 0.166667
3119 640 0.166667
3119 669 0.166667
3119 867 0.142857
3119 2008 0.111111
3119 2335 0.100000
3119 2915 0.083333
3119 3061 0.083333
3119 3073 0.083333
3119 3077 0.083333
3119 3546 0.066667
3119 3677 0.062500
3546 1 0.166667
3546 51 0.166667
3546 249 0.166667
3546 669 0.166667
3546 867 0.142857
3546 2008 0.111111
3546 2136 0.111111
3546 2335 0.100000
3546 2728 0.090909
3546 2915 0.083333
3546 3061 0.083333
3546 3073 0.083333
3546 3077 0.083333
3546 3119 0.076923
3546 3677 0.062500
3677 1 0.166667
3677 51 0.166667
3677 249 0.166667
3677 640 0.166667
3677 669 0.166667
3677 867 0.142857
3677 2008 0.111111
3677 2136 0.111111
3677 2335 0.100000
3677 2728 0.090909
3677 2915 0.083333
3677 3061 0.083333
3677 3073 0.083333
3677 3077 0.083333
3677 3119 0.076923
3677 3546 0.066667
2 3200 0.076923
2 3310 0.071429
2 3384 0.071429
2 3405 0.071429
2 3595 0.062500
2 3628 0.062500
3200 2 0.166667
3200 89 0.166667
3200 1541 0.125000
3200 2064 0.111111
3200 2332 0.100000
3200 2729 0.090909
3200 2972 0.083333
3200 3310 0.071429
3200 3357 0.071429
