5001 35924
1 315 0.166667
1 858 0.142857
1 1067 0.142857
1 1153 0.142857
1 1462 0.142857
1 3176 0.076923
315 1 0.166667
315 222 0.166667
315 858 0.142857
315 1067 0.142857
315 1153 0.142857
315 1462 0.142857
858 1 0.166667
858 315 0.166667
858 1067 0.142857
858 1153 0.142857
858 1202 0.142857
858 1462 0.142857
858 4792 0.023810
1067 1 0.166667
1067 315 0.166667
1067 858 0.142857
1067 1153 0.142857
1067 1199 0.142857
1067 1234 0.142857
1067 1462 0.142857
1153 1 0.166667
1153 222 0.166667
1153 315 0.166667
1153 858 0.142857
1153 1067 0.142857
1153 1462 0.142857
1153 2136 0.111111
1462 1 0.166667
1462 315 0.166667
1462 818 0.166667
1462 858 0.142857
1462 1067 0.142857
1462 1153 0.142857
1462 4792 0.023810
3176 1 0.166667
3176 3240 0.076923
3176 4099 0.047619
3176 4131 0.047619
3176 4277 0.040000
3176 4566 0.031250
3176 4594 0.030303
3176 4611 0.029412
3176 4626 0.029412
3176 4759 0.024390
3176 4883 0.020833
3176 4910 0.020000
3176 4922 0.019231
2 303 0.166667
2 351 0.166667
2 516 0.166667
2 575 0.166667
2 1324 0.142857
2 1971 0.125000
303 2 0.166667
303 351 0.166667
303 516 0.166667
303 575 0.166667
303 1510 0.125000
303 1971 0.125000
351 2 0.166667
351 303 0.166667
351 516 0.166667
351 575 0.166667
351 1971 0.125000
351 4481 0.033333
516 2 0.166667
516 303 0.166667
516 351 0.166667
516 575 0.166667
516 1324 0.142857
516 1971 0.125000
575 2 0.166667
575 303 0.166667
575 351 0.166667
575 516 0.166667
575 1324 0.142857
575 2643 0.100000
1324 2 0.166667
1324 516 0.166667
1324 575 0.166667
1324 652 0.166667
1324 755 0.166667
1324 1971 0.125000
1324 4908 0.020000
1971 2 0.166667
1971 303 0.166667
1971 351 0.166667
1971 516 0.166667
1971 1324 0.142857
1971 1925 0.125000
1971 4839 0.022222
1971 4914 0.019608
3 1722 0.125000
3 1862 0.125000
3 2072 0.111111
3 4133 0.045455
3 4946 0.018519
3 4968 0.017544
1722 3 0.166667
1722 1137 0.142857
1722 2072 0.111111
1722 2647 0.100000
1722 4520 0.032258
1722 4624 0.029412
1722 4946 0.018519
1722 4968 0.017544
1862 3 0.166667
1862 510 0.166667
1862 2171 0.111111
1862 2442 0.100000
1862 3070 0.083333
1862 4901 0.020000
1862 4946 0.018519
1862 4968 0.017544
