0	0.758333
1	0.629845
2	0.693431
3	0.657005
4	0.611511
5	0.651303
6	0.635294
7	0.679612
8	0.667969
9	0.728000
10	0.608589
11	0.814815
12	0.593907
13	0.611080
14	0.555444
15	0.613772
16	0.598560
17	0.626786
18	0.592657
19	0.774648
20	0.565856
21	0.785714
22	0.760870
23	0.803571
24	0.833333
25	0.750000
26	0.789474
27	0.620795
28	0.818182
29	0.581701
30	0.591162
31	0.627413
32	0.653631
33	0.580788
34	0.639764
35	0.758621
36	0.685714
37	0.556001
38	0.695455
39	0.818182
40	0.600252
41	0.763889
42	0.607858
43	0.624852
44	0.568045
45	0.594818
46	0.727660
47	0.659483
48	0.600254
49	0.611888
50	0.650704
51	0.638122
52	0.561919
53	0.750000
54	0.567442
55	0.571695
56	0.632469
57	0.576841
58	0.616915
59	0.618705
60	0.607421
61	0.759494
62	0.619205
63	0.611111
64	0.733333
65	0.627713
66	0.662021
67	0.693878
68	0.591099
69	0.750000
70	0.580042
71	0.594512
72	0.764706
73	0.595238
74	0.636986
75	0.636364
76	0.742857
77	0.706612
78	0.615385
79	0.595960
80	0.643357
81	0.616667
82	0.613451
83	0.579706
84	0.570871
85	0.742857
86	0.728000
87	0.631579
88	0.615807
89	0.601093
90	0.692308
91	0.643777
92	0.708333
93	0.957447
94	0.697674
95	0.785714
96	0.676991
97	0.650704
98	0.803571
99	0.818182
100	0.672872
101	0.606990
102	0.627966
103	0.647601
104	0.622340
105	0.667763
106	0.568174
107	0.681818
108	0.745902
109	0.586146
110	0.882353
111	0.562449
112	0.795918
113	0.727273
114	0.578464
115	0.626685
116	0.617284
117	0.581854
118	0.825000
119	0.705882
120	0.572324
121	0.602782
122	0.613919
123	0.697674
124	0.601010
125	0.604924
126	0.724138
127	0.775862
128	0.595041
129	0.736196
130	0.577861
131	0.727273
132	0.758333
133	0.729167
134	0.767442
135	0.572057
136	0.562476
137	0.621025
138	0.565925
139	0.629457
140	0.600565
141	0.573924
142	0.785714
143	0.710938
144	0.724138
145	0.605505
146	0.666667
147	0.734266
148	0.628613
149	0.605475
150	0.671378
151	0.705069
152	0.833333
153	0.599688
